log_id,project_id,employee_id,date_logged,task_category,subtask_description,hours_worked
9150,P-2024-004,EMP-04,2024-09-13,Drafting,Markup Cleanup,1.64
9151,P-2024-004,EMP-05,2025-05-03,Drafting,Section Drawings,4.22
9152,P-2024-004,EMP-08,2025-02-05,Drafting,3D Model Adjustments,3.64
9153,P-2024-004,EMP-03,2025-04-21,Drafting,3D Model Adjustments,2.39
9154,P-2024-004,EMP-03,2025-03-05,Drafting,Markup Cleanup,4.33
9155,P-2024-004,EMP-03,2024-10-14,Drafting,Markup Cleanup,1.72
9156,P-2024-004,EMP-07,2025-03-07,Drafting,3D Model Adjustments,2.04
9157,P-2024-004,EMP-02,2025-04-14,Drafting,Section Drawings,2.47
9158,P-2024-004,EMP-10,2024-10-22,Drafting,Markup Cleanup,2.91
9159,P-2024-004,EMP-02,2024-10-14,Drafting,3D Model Adjustments,0.25
9160,P-2024-004,EMP-10,2025-03-15,Drafting,Markup Cleanup,2.35
9161,P-2024-004,EMP-08,2024-11-21,Drafting,Foundation Plan Updates,4.54
9162,P-2024-004,EMP-01,2024-11-18,Drafting,Markup Cleanup,3.13
9163,P-2024-004,EMP-08,2025-04-01,Drafting,Detail Sheet Generation,1.18
9164,P-2024-004,EMP-11,2025-02-09,Drafting,Markup Cleanup,2.05
9165,P-2024-004,EMP-07,2024-10-22,Drafting,Detail Sheet Generation,3.15
9166,P-2024-004,EMP-07,2025-03-19,Drafting,Markup Cleanup,2.32
9167,P-2024-004,EMP-01,2024-10-06,Drafting,Detail Sheet Generation,4.97
9168,P-2024-004,EMP-07,2024-09-22,Drafting,Detail Sheet Generation,2.89
9169,P-2024-004,EMP-02,2025-02-25,Drafting,3D Model Adjustments,3.34
9170,P-2024-004,EMP-07,2025-05-07,Drafting,3D Model Adjustments,2.84
9171,P-2024-004,EMP-06,2025-04-29,Drafting,3D Model Adjustments,3.26
9172,P-2024-004,EMP-02,2025-04-12,Drafting,Section Drawings,1.78
9173,P-2024-004,EMP-01,2024-09-24,Drafting,3D Model Adjustments,3.53
9174,P-2024-004,EMP-11,2025-01-31,Drafting,Detail Sheet Generation,1.96
9175,P-2024-004,EMP-06,2024-08-30,Drafting,Markup Cleanup,3.02
9176,P-2024-004,EMP-11,2025-03-30,Drafting,Foundation Plan Updates,0.65
9177,P-2024-004,EMP-10,2024-08-29,Drafting,Section Drawings,0.44
9178,P-2024-004,EMP-09,2024-12-23,Drafting,Detail Sheet Generation,3.2
9179,P-2024-004,EMP-11,2025-02-10,Drafting,Detail Sheet Generation,1.81
9180,P-2024-004,EMP-09,2024-12-12,Drafting,Markup Cleanup,2.24
9181,P-2024-004,EMP-04,2025-03-18,Drafting,Section Drawings,2.02
9182,P-2024-004,EMP-05,2024-08-26,Drafting,Markup Cleanup,3.17
9183,P-2024-004,EMP-11,2024-10-23,Drafting,Markup Cleanup,3.48
9184,P-2024-004,EMP-08,2025-01-02,Drafting,Markup Cleanup,2.3
9185,P-2024-004,EMP-05,2025-03-09,Drafting,Detail Sheet Generation,3.32
9186,P-2024-004,EMP-05,2025-01-28,Drafting,Detail Sheet Generation,2.68
9187,P-2024-004,EMP-03,2024-09-25,Drafting,Detail Sheet Generation,2.89
9188,P-2024-004,EMP-07,2025-01-12,Drafting,Markup Cleanup,1.69
9189,P-2024-004,EMP-09,2025-05-09,Drafting,Markup Cleanup,2.56
9190,P-2024-004,EMP-07,2024-11-03,Drafting,Markup Cleanup,2.75
9191,P-2024-004,EMP-05,2025-01-31,Drafting,3D Model Adjustments,2.58
9192,P-2024-004,EMP-09,2024-12-20,Drafting,Markup Cleanup,2.92
9193,P-2024-004,EMP-08,2025-01-30,Drafting,3D Model Adjustments,2.6
9194,P-2024-004,EMP-08,2025-03-25,Drafting,Section Drawings,2.03
9195,P-2024-004,EMP-09,2025-03-14,Drafting,Foundation Plan Updates,3.84
9196,P-2024-004,EMP-10,2024-09-26,Drafting,Section Drawings,1.78
9197,P-2024-004,EMP-04,2024-09-01,Drafting,Markup Cleanup,1.37
9198,P-2024-004,EMP-01,2025-02-18,Drafting,Foundation Plan Updates,0.99
9199,P-2024-004,EMP-09,2024-12-14,Drafting,Markup Cleanup,1.61
9200,P-2024-004,EMP-04,2025-02-12,Drafting,Foundation Plan Updates,3.26
9201,P-2024-004,EMP-08,2024-12-17,Drafting,Foundation Plan Updates,1.67
9202,P-2024-004,EMP-04,2024-08-28,Drafting,3D Model Adjustments,1.77
9203,P-2024-004,EMP-08,2024-09-05,Drafting,3D Model Adjustments,2.25
9204,P-2024-004,EMP-09,2024-09-27,Drafting,Detail Sheet Generation,1.85
9205,P-2024-004,EMP-08,2024-12-15,Drafting,Markup Cleanup,3.99
9206,P-2024-004,EMP-02,2024-08-24,Drafting,Detail Sheet Generation,3.67
9207,P-2024-004,EMP-07,2025-02-05,Drafting,Detail Sheet Generation,3.6
9208,P-2024-004,EMP-10,2025-01-31,Drafting,3D Model Adjustments,4.36
9209,P-2024-004,EMP-03,2025-04-13,Drafting,3D Model Adjustments,2.05
9210,P-2024-004,EMP-08,2024-09-04,Drafting,Detail Sheet Generation,2.57
9211,P-2024-004,EMP-11,2025-01-22,Drafting,Markup Cleanup,3.53
9212,P-2024-004,EMP-09,2024-12-14,Drafting,3D Model Adjustments,3.89
9213,P-2024-004,EMP-09,2025-02-07,Drafting,3D Model Adjustments,2.65
9214,P-2024-004,EMP-10,2024-09-29,Drafting,Section Drawings,2.82
9215,P-2024-004,EMP-07,2024-09-18,Drafting,Foundation Plan Updates,1.19
9216,P-2024-004,EMP-06,2025-02-18,Drafting,Section Drawings,2.45
9217,P-2024-004,EMP-09,2024-09-28,Drafting,Section Drawings,4.71
9218,P-2024-004,EMP-06,2025-03-06,Drafting,Markup Cleanup,1.77
9219,P-2024-004,EMP-08,2025-03-10,Drafting,Section Drawings,2.97
9220,P-2024-004,EMP-06,2025-03-28,Drafting,Section Drawings,3.5
9221,P-2024-004,EMP-02,2025-03-03,Drafting,Markup Cleanup,3.09
9222,P-2024-004,EMP-10,2025-01-16,Drafting,3D Model Adjustments,2.18
9223,P-2024-004,EMP-11,2024-11-30,Drafting,3D Model Adjustments,2.32
9224,P-2024-004,EMP-09,2025-04-07,Drafting,Foundation Plan Updates,3.4
9225,P-2024-004,EMP-04,2024-09-16,Drafting,Detail Sheet Generation,2.24
9226,P-2024-004,EMP-03,2025-02-15,Drafting,Section Drawings,2.48
9227,P-2024-004,EMP-03,2025-03-25,Drafting,3D Model Adjustments,3.06
9228,P-2024-004,EMP-10,2025-02-17,Drafting,Foundation Plan Updates,1.75
9229,P-2024-004,EMP-02,2025-02-21,Drafting,Markup Cleanup,4.86
9230,P-2024-004,EMP-10,2024-11-06,Drafting,3D Model Adjustments,1.95
9231,P-2024-004,EMP-04,2024-10-19,Drafting,Detail Sheet Generation,2.47
9232,P-2024-004,EMP-09,2024-12-13,Drafting,Detail Sheet Generation,1.9
9233,P-2024-004,EMP-06,2024-12-16,Drafting,Section Drawings,3.42
9234,P-2024-004,EMP-09,2025-03-29,Drafting,Detail Sheet Generation,2.68
9235,P-2024-004,EMP-01,2024-12-24,Drafting,3D Model Adjustments,2.44
9236,P-2024-004,EMP-01,2025-01-15,Drafting,Detail Sheet Generation,2.37
9237,P-2024-004,EMP-03,2025-01-10,Drafting,Section Drawings,3.99
9238,P-2024-004,EMP-01,2025-01-19,Drafting,3D Model Adjustments,4.08
9239,P-2024-004,EMP-01,2025-05-09,Drafting,Detail Sheet Generation,3.01
9240,P-2024-004,EMP-09,2025-04-03,Drafting,Foundation Plan Updates,1.55
9241,P-2024-004,EMP-02,2025-01-11,Drafting,Markup Cleanup,1.37
9242,P-2024-004,EMP-07,2024-09-05,Drafting,Foundation Plan Updates,2.02
9243,P-2024-004,EMP-08,2025-02-04,Drafting,Markup Cleanup,1.57
9244,P-2024-004,EMP-05,2025-04-02,Drafting,Foundation Plan Updates,1.56
9245,P-2024-004,EMP-02,2025-03-18,Drafting,3D Model Adjustments,3.67
9246,P-2024-004,EMP-03,2025-02-03,Drafting,3D Model Adjustments,2.13
9247,P-2024-004,EMP-03,2024-12-27,Drafting,Foundation Plan Updates,2.18
9248,P-2024-004,EMP-08,2024-10-12,Drafting,Detail Sheet Generation,2.75
9249,P-2024-004,EMP-03,2025-02-23,Drafting,Section Drawings,2.35
9250,P-2024-004,EMP-03,2024-11-20,Drafting,Detail Sheet Generation,2.72
9251,P-2024-004,EMP-04,2025-04-16,Drafting,Foundation Plan Updates,4.82
9252,P-2024-004,EMP-02,2024-10-01,Drafting,Markup Cleanup,1.29
9253,P-2024-004,EMP-03,2025-03-14,Drafting,Markup Cleanup,2.46
9254,P-2024-004,EMP-01,2025-02-08,Drafting,3D Model Adjustments,1.7
9255,P-2024-004,EMP-08,2025-04-12,Drafting,3D Model Adjustments,4.48
9256,P-2024-004,EMP-09,2024-09-18,Drafting,3D Model Adjustments,0.25
9257,P-2024-004,EMP-05,2025-04-07,Drafting,Foundation Plan Updates,0.89
9258,P-2024-004,EMP-01,2024-11-18,Drafting,Foundation Plan Updates,5.4
9259,P-2024-004,EMP-05,2025-02-23,Drafting,Markup Cleanup,1.98
9260,P-2024-004,EMP-09,2025-02-02,Drafting,Foundation Plan Updates,2.38
9261,P-2024-004,EMP-04,2025-01-15,Drafting,3D Model Adjustments,2.7
9262,P-2024-004,EMP-11,2024-12-31,Drafting,Markup Cleanup,0.87
9263,P-2024-004,EMP-06,2024-09-17,Drafting,Section Drawings,3.93
9264,P-2024-004,EMP-11,2025-01-12,Drafting,Foundation Plan Updates,2.08
9265,P-2024-004,EMP-03,2025-01-18,Drafting,3D Model Adjustments,4.59
9266,P-2024-004,EMP-05,2025-04-04,Drafting,Detail Sheet Generation,2.38
9267,P-2024-004,EMP-08,2024-09-07,Drafting,Markup Cleanup,3.25
9268,P-2024-004,EMP-05,2025-04-07,Drafting,Section Drawings,3.36
9269,P-2024-004,EMP-02,2024-11-22,Drafting,3D Model Adjustments,1.8
9270,P-2024-004,EMP-10,2024-12-08,Drafting,Foundation Plan Updates,2.14
9271,P-2024-004,EMP-06,2024-12-21,Drafting,Foundation Plan Updates,2.19
9272,P-2024-004,EMP-02,2024-12-28,Drafting,Foundation Plan Updates,1.38
9273,P-2024-004,EMP-02,2024-10-14,Drafting,Foundation Plan Updates,4.75
9274,P-2024-004,EMP-02,2025-03-26,Drafting,3D Model Adjustments,3.1
9275,P-2024-004,EMP-01,2025-04-21,Drafting,Foundation Plan Updates,2.21
9276,P-2024-004,EMP-09,2024-10-20,Drafting,Foundation Plan Updates,1.49
9277,P-2024-004,EMP-05,2025-03-17,Drafting,3D Model Adjustments,2.84
9278,P-2024-004,EMP-08,2025-03-20,Drafting,3D Model Adjustments,3.44
9279,P-2024-004,EMP-04,2024-09-03,Drafting,3D Model Adjustments,3.56
9280,P-2024-004,EMP-04,2024-09-22,Drafting,Foundation Plan Updates,2.74
9281,P-2024-004,EMP-07,2025-01-21,Drafting,3D Model Adjustments,1.45
9282,P-2024-004,EMP-04,2025-04-05,Drafting,Foundation Plan Updates,2.07
9283,P-2024-004,EMP-09,2024-10-02,Drafting,Detail Sheet Generation,1.45
9284,P-2024-004,EMP-01,2024-08-25,Drafting,Foundation Plan Updates,3.72
9285,P-2024-004,EMP-01,2024-10-09,Drafting,Section Drawings,2.76
9286,P-2024-004,EMP-11,2024-12-22,Drafting,Markup Cleanup,3.85
9287,P-2024-004,EMP-02,2025-01-27,Drafting,Section Drawings,1.04
9288,P-2024-004,EMP-11,2024-10-03,Drafting,Markup Cleanup,0.88
9289,P-2024-004,EMP-10,2025-02-28,Drafting,Section Drawings,2.83
9290,P-2024-004,EMP-07,2024-11-07,Drafting,Section Drawings,0.97
9291,P-2024-004,EMP-06,2024-11-05,Drafting,3D Model Adjustments,2.48
9292,P-2024-004,EMP-06,2024-11-27,Meeting,BIM Clash Detection Session,1.05
9293,P-2024-004,EMP-01,2024-10-22,Meeting,BIM Clash Detection Session,3.65
9294,P-2024-004,EMP-08,2025-04-01,Meeting,Internal Team Sync,3.0
9295,P-2024-004,EMP-04,2024-09-28,Meeting,Subcontractor Coordination,1.69
9296,P-2024-004,EMP-08,2025-01-24,Meeting,Client Design Review,2.84
9297,P-2024-004,EMP-07,2025-04-18,Meeting,Client Design Review,3.97
9298,P-2024-004,EMP-04,2025-03-28,Meeting,Internal Team Sync,1.57
9299,P-2024-004,EMP-11,2024-11-19,Meeting,BIM Clash Detection Session,2.04
9300,P-2024-004,EMP-11,2025-03-28,Meeting,Permitting Authority Review,1.58
9301,P-2024-004,EMP-04,2025-05-05,Meeting,Permitting Authority Review,3.11
9302,P-2024-004,EMP-07,2025-03-26,Meeting,Subcontractor Coordination,3.42
9303,P-2024-004,EMP-09,2024-12-17,Meeting,Internal Team Sync,2.56
9304,P-2024-004,EMP-08,2024-12-14,Meeting,Subcontractor Coordination,2.62
9305,P-2024-004,EMP-01,2024-11-01,Meeting,Internal Team Sync,1.71
9306,P-2024-004,EMP-07,2025-01-24,Meeting,Subcontractor Coordination,3.59
9307,P-2024-004,EMP-09,2024-09-04,Meeting,Subcontractor Coordination,3.67
9308,P-2024-004,EMP-10,2025-01-14,Meeting,Internal Team Sync,1.96
9309,P-2024-004,EMP-01,2025-02-16,Meeting,Client Design Review,3.15
9310,P-2024-004,EMP-01,2024-11-09,Meeting,BIM Clash Detection Session,1.58
9311,P-2024-004,EMP-07,2025-04-16,Meeting,BIM Clash Detection Session,2.91
9312,P-2024-004,EMP-09,2025-04-05,Meeting,Permitting Authority Review,2.32
9313,P-2024-004,EMP-11,2024-09-26,Meeting,Internal Team Sync,1.17
9314,P-2024-004,EMP-11,2024-10-10,Meeting,Subcontractor Coordination,3.07
9315,P-2024-004,EMP-11,2024-12-10,Meeting,Subcontractor Coordination,2.02
9316,P-2024-004,EMP-01,2024-09-09,Meeting,Internal Team Sync,0.83
9317,P-2024-004,EMP-03,2024-12-14,Meeting,Subcontractor Coordination,2.56
9318,P-2024-004,EMP-11,2025-01-05,Meeting,Internal Team Sync,1.29
9319,P-2024-004,EMP-10,2025-03-28,Meeting,Subcontractor Coordination,2.29
9320,P-2024-004,EMP-01,2025-03-19,Meeting,Internal Team Sync,3.59
9321,P-2024-004,EMP-11,2024-09-23,Meeting,Internal Team Sync,1.64
9322,P-2024-004,EMP-10,2024-12-06,Meeting,Permitting Authority Review,1.97
9323,P-2024-004,EMP-02,2024-12-04,Meeting,Internal Team Sync,3.49
9324,P-2024-004,EMP-01,2025-04-11,Meeting,Client Design Review,3.88
9325,P-2024-004,EMP-06,2025-02-01,Meeting,BIM Clash Detection Session,1.26
9326,P-2024-004,EMP-03,2025-02-17,Meeting,Subcontractor Coordination,2.47
9327,P-2024-004,EMP-11,2025-03-22,Meeting,Subcontractor Coordination,3.35
9328,P-2024-004,EMP-06,2025-01-13,Meeting,Internal Team Sync,1.72
9329,P-2024-004,EMP-01,2024-10-19,Meeting,Permitting Authority Review,1.2
9330,P-2024-004,EMP-06,2025-02-01,Meeting,Internal Team Sync,1.54
9331,P-2024-004,EMP-05,2024-11-03,Meeting,Internal Team Sync,3.03
9332,P-2024-004,EMP-10,2025-02-17,Meeting,BIM Clash Detection Session,2.04
9333,P-2024-004,EMP-03,2025-03-12,Meeting,Subcontractor Coordination,3.1
9334,P-2024-004,EMP-07,2025-02-24,Meeting,Permitting Authority Review,0.42
9335,P-2024-004,EMP-09,2025-01-03,Meeting,Subcontractor Coordination,2.99
9336,P-2024-004,EMP-04,2024-12-29,Meeting,Client Design Review,1.73
9337,P-2024-004,EMP-05,2025-05-08,Meeting,BIM Clash Detection Session,3.44
9338,P-2024-004,EMP-05,2024-08-26,Meeting,Subcontractor Coordination,3.85
9339,P-2024-004,EMP-05,2024-09-29,Meeting,Client Design Review,2.1
9340,P-2024-004,EMP-01,2025-02-24,Meeting,BIM Clash Detection Session,2.52
9341,P-2024-004,EMP-07,2024-10-10,Meeting,Internal Team Sync,2.71
9342,P-2024-004,EMP-04,2025-04-09,Meeting,Subcontractor Coordination,3.9
9343,P-2024-004,EMP-01,2025-02-09,Meeting,BIM Clash Detection Session,1.32
9344,P-2024-004,EMP-02,2025-01-25,Meeting,Internal Team Sync,2.71
9345,P-2024-004,EMP-08,2025-02-23,Meeting,Subcontractor Coordination,2.73
9346,P-2024-004,EMP-11,2024-11-01,Meeting,Subcontractor Coordination,3.1
9347,P-2024-004,EMP-11,2024-10-23,Meeting,Subcontractor Coordination,3.5
9348,P-2024-004,EMP-08,2024-12-09,Meeting,Internal Team Sync,1.78
9349,P-2024-004,EMP-08,2025-02-28,Meeting,Client Design Review,3.02
9350,P-2024-004,EMP-06,2024-12-12,Meeting,Internal Team Sync,2.63
9351,P-2024-004,EMP-01,2024-11-17,Meeting,Client Design Review,3.18
9352,P-2024-004,EMP-07,2025-01-06,Meeting,Internal Team Sync,2.66
9353,P-2024-004,EMP-03,2024-08-24,Meeting,Internal Team Sync,3.95
9354,P-2024-004,EMP-01,2024-10-20,Meeting,BIM Clash Detection Session,3.51
9355,P-2024-004,EMP-06,2025-04-26,Meeting,Internal Team Sync,2.13
9356,P-2024-004,EMP-09,2024-11-03,Meeting,Permitting Authority Review,3.16
9357,P-2024-004,EMP-06,2025-02-16,Meeting,Client Design Review,3.08
9358,P-2024-004,EMP-10,2025-02-17,Meeting,BIM Clash Detection Session,1.9
9359,P-2024-004,EMP-03,2024-12-19,Meeting,Subcontractor Coordination,0.65
9360,P-2024-004,EMP-01,2025-05-02,Meeting,Internal Team Sync,0.81
9361,P-2024-004,EMP-05,2025-05-02,Meeting,Client Design Review,3.4
9362,P-2024-004,EMP-11,2025-02-15,Meeting,Subcontractor Coordination,1.76
9363,P-2024-004,EMP-07,2024-09-16,Meeting,Subcontractor Coordination,1.33
9364,P-2024-004,EMP-08,2025-02-02,Meeting,Internal Team Sync,2.7
9365,P-2024-004,EMP-04,2025-03-30,Meeting,Internal Team Sync,1.32
9366,P-2024-004,EMP-03,2025-01-02,Meeting,Internal Team Sync,2.2
9367,P-2024-004,EMP-08,2024-11-04,Meeting,Internal Team Sync,4.16
9368,P-2024-004,EMP-06,2024-10-27,Meeting,BIM Clash Detection Session,4.44
9369,P-2024-004,EMP-08,2024-11-01,Meeting,Internal Team Sync,2.2
9370,P-2024-004,EMP-06,2025-04-16,Meeting,BIM Clash Detection Session,4.21
9371,P-2024-004,EMP-10,2024-10-31,Meeting,Client Design Review,3.62
9372,P-2024-004,EMP-09,2024-11-19,Meeting,Subcontractor Coordination,2.81
9373,P-2024-004,EMP-05,2024-10-27,Meeting,Internal Team Sync,1.62
9374,P-2024-004,EMP-11,2024-10-08,Meeting,Permitting Authority Review,2.54
9375,P-2024-004,EMP-01,2024-10-19,Meeting,Subcontractor Coordination,3.32
9376,P-2024-004,EMP-10,2025-01-09,Meeting,Permitting Authority Review,3.16
9377,P-2024-004,EMP-07,2025-03-28,Meeting,Subcontractor Coordination,2.35
9378,P-2024-004,EMP-11,2025-01-18,Meeting,Subcontractor Coordination,2.64
9379,P-2024-004,EMP-01,2025-01-01,Meeting,Internal Team Sync,3.38
9380,P-2024-004,EMP-02,2025-05-04,Meeting,Internal Team Sync,2.46
9381,P-2024-004,EMP-08,2024-12-25,Meeting,Client Design Review,2.37
9382,P-2024-004,EMP-02,2025-01-28,Meeting,Client Design Review,2.93
9383,P-2024-004,EMP-10,2024-10-22,Meeting,Permitting Authority Review,2.97
9384,P-2024-004,EMP-07,2024-10-31,Meeting,Internal Team Sync,1.9
9385,P-2024-004,EMP-11,2024-09-18,Meeting,Subcontractor Coordination,3.25
9386,P-2024-004,EMP-09,2025-01-16,Meeting,Subcontractor Coordination,3.0
9387,P-2024-004,EMP-09,2024-10-03,Meeting,Subcontractor Coordination,2.59
9388,P-2024-004,EMP-06,2024-08-25,Meeting,Permitting Authority Review,3.57
9389,P-2024-004,EMP-02,2024-10-10,Meeting,Internal Team Sync,1.12
9390,P-2024-004,EMP-03,2024-11-02,Meeting,Internal Team Sync,2.44
9391,P-2024-004,EMP-06,2025-01-13,Meeting,BIM Clash Detection Session,4.15
9392,P-2024-004,EMP-09,2025-01-26,Meeting,BIM Clash Detection Session,3.79
9393,P-2024-004,EMP-03,2024-12-21,Meeting,Internal Team Sync,2.24
9394,P-2024-004,EMP-05,2024-12-14,Meeting,Subcontractor Coordination,3.33
9395,P-2024-004,EMP-11,2025-01-11,Meeting,Client Design Review,3.38
9396,P-2024-004,EMP-01,2025-03-29,Meeting,BIM Clash Detection Session,3.76
9397,P-2024-004,EMP-04,2025-04-27,Meeting,Subcontractor Coordination,2.06
9398,P-2024-004,EMP-09,2025-03-14,Meeting,Subcontractor Coordination,2.62
9399,P-2024-004,EMP-08,2025-03-31,Meeting,BIM Clash Detection Session,2.49
9400,P-2024-004,EMP-05,2025-03-08,Meeting,Permitting Authority Review,3.26
9401,P-2024-004,EMP-10,2025-05-07,Meeting,Permitting Authority Review,2.61
9402,P-2024-004,EMP-09,2025-01-23,Meeting,Internal Team Sync,1.31
9403,P-2024-004,EMP-05,2024-09-12,Meeting,Client Design Review,2.2
9404,P-2024-004,EMP-10,2024-11-03,Meeting,Client Design Review,3.21
9405,P-2024-004,EMP-03,2024-10-05,Meeting,Permitting Authority Review,1.02
9406,P-2024-004,EMP-11,2025-01-26,Meeting,Permitting Authority Review,2.39
9407,P-2024-004,EMP-03,2024-11-26,Meeting,Client Design Review,3.49
9408,P-2024-004,EMP-07,2024-10-08,Meeting,Subcontractor Coordination,2.24
9409,P-2024-004,EMP-02,2024-09-29,Meeting,Permitting Authority Review,0.81
9410,P-2024-004,EMP-10,2025-04-29,Meeting,Permitting Authority Review,2.95
9411,P-2024-004,EMP-03,2025-02-06,Meeting,Subcontractor Coordination,1.17
9412,P-2024-004,EMP-10,2024-12-14,Meeting,Permitting Authority Review,1.95
9413,P-2024-004,EMP-03,2025-01-11,Meeting,Subcontractor Coordination,4.92
9414,P-2024-004,EMP-07,2024-08-26,Meeting,Subcontractor Coordination,1.5
9415,P-2024-004,EMP-02,2025-01-26,Meeting,Permitting Authority Review,2.29
9416,P-2024-004,EMP-10,2025-01-24,Meeting,Client Design Review,3.13
9417,P-2024-004,EMP-11,2025-04-14,Meeting,BIM Clash Detection Session,3.65
9418,P-2024-004,EMP-01,2025-03-29,Meeting,Subcontractor Coordination,2.23
9419,P-2024-004,EMP-04,2025-02-10,Meeting,Client Design Review,3.38
9420,P-2024-004,EMP-10,2025-02-22,Meeting,Permitting Authority Review,1.73
9421,P-2024-004,EMP-11,2024-11-10,Meeting,Client Design Review,2.26
9422,P-2024-004,EMP-04,2024-10-28,Meeting,Permitting Authority Review,2.09
9423,P-2024-004,EMP-09,2025-03-26,Meeting,Permitting Authority Review,2.72
9424,P-2024-004,EMP-03,2025-04-20,Meeting,Permitting Authority Review,2.84
9425,P-2024-004,EMP-02,2025-04-04,Meeting,Subcontractor Coordination,1.23
9426,P-2024-004,EMP-03,2025-03-28,Meeting,BIM Clash Detection Session,3.88
9427,P-2024-004,EMP-04,2024-12-15,Meeting,Internal Team Sync,2.81
9428,P-2024-004,EMP-09,2025-04-04,Meeting,Client Design Review,2.69
9429,P-2024-004,EMP-04,2025-03-31,Meeting,Permitting Authority Review,1.42
9430,P-2024-004,EMP-03,2025-03-05,Meeting,Client Design Review,3.0
9431,P-2024-004,EMP-11,2025-01-08,Meeting,BIM Clash Detection Session,4.52
9432,P-2024-004,EMP-05,2025-01-20,Meeting,Internal Team Sync,1.06
9433,P-2024-004,EMP-02,2025-02-22,Meeting,Client Design Review,3.16
9434,P-2024-004,EMP-09,2025-02-21,Meeting,Subcontractor Coordination,3.07
9435,P-2024-004,EMP-08,2025-01-06,Meeting,Permitting Authority Review,2.32
9436,P-2024-004,EMP-02,2024-12-20,Meeting,Internal Team Sync,0.71
9437,P-2024-004,EMP-04,2024-09-12,Meeting,Internal Team Sync,3.5
9438,P-2024-004,EMP-10,2024-09-26,Meeting,Permitting Authority Review,2.54
9439,P-2024-004,EMP-06,2025-02-02,Meeting,BIM Clash Detection Session,1.86
9440,P-2024-004,EMP-09,2024-10-13,Meeting,Permitting Authority Review,1.63
9441,P-2024-004,EMP-09,2025-03-23,Meeting,Client Design Review,1.19
9442,P-2024-004,EMP-09,2024-09-15,Meeting,BIM Clash Detection Session,1.62
9443,P-2024-004,EMP-03,2024-09-30,Meeting,BIM Clash Detection Session,3.19
9444,P-2024-004,EMP-02,2024-12-10,Meeting,Internal Team Sync,1.21
9445,P-2024-004,EMP-04,2024-11-13,Meeting,Subcontractor Coordination,2.52
9446,P-2024-004,EMP-04,2025-04-17,Meeting,Permitting Authority Review,2.51
9447,P-2024-004,EMP-01,2024-10-06,Meeting,Internal Team Sync,2.56
9448,P-2024-004,EMP-06,2025-01-14,Meeting,Client Design Review,2.59
9449,P-2024-004,EMP-01,2025-02-13,Meeting,Subcontractor Coordination,0.72
9450,P-2024-004,EMP-01,2024-10-21,Meeting,BIM Clash Detection Session,2.59
9451,P-2024-004,EMP-08,2024-11-26,Meeting,BIM Clash Detection Session,2.41
9452,P-2024-004,EMP-07,2025-03-06,Meeting,BIM Clash Detection Session,2.54
9453,P-2024-004,EMP-06,2025-02-07,Meeting,Subcontractor Coordination,3.31
9454,P-2024-004,EMP-07,2025-01-22,Meeting,BIM Clash Detection Session,0.91
9455,P-2024-004,EMP-05,2024-10-04,Meeting,Client Design Review,2.41
9456,P-2024-004,EMP-03,2024-11-15,Meeting,Client Design Review,2.3
9457,P-2024-004,EMP-03,2025-02-17,Meeting,Subcontractor Coordination,2.3
9458,P-2024-004,EMP-05,2025-04-05,Meeting,Internal Team Sync,1.9
9459,P-2024-004,EMP-10,2025-04-04,Meeting,Client Design Review,1.62
9460,P-2024-004,EMP-04,2025-03-24,Meeting,BIM Clash Detection Session,1.88
9461,P-2024-004,EMP-10,2024-10-23,Meeting,Permitting Authority Review,3.0
9462,P-2024-004,EMP-10,2025-04-16,Meeting,Subcontractor Coordination,3.82
9463,P-2024-004,EMP-01,2024-09-03,Meeting,Client Design Review,4.02
9464,P-2024-004,EMP-10,2024-12-13,Meeting,Permitting Authority Review,3.32
9465,P-2024-004,EMP-02,2025-04-21,Meeting,Internal Team Sync,1.24
9466,P-2024-004,EMP-11,2025-01-08,Meeting,Client Design Review,0.91
9467,P-2024-004,EMP-11,2025-02-09,Meeting,Client Design Review,1.8
9468,P-2024-004,EMP-08,2024-09-30,Meeting,Permitting Authority Review,1.81
9469,P-2024-004,EMP-03,2024-12-04,Meeting,Permitting Authority Review,3.4
9470,P-2024-004,EMP-02,2024-10-12,Meeting,Internal Team Sync,2.02
9471,P-2024-004,EMP-04,2025-03-01,Meeting,Internal Team Sync,1.46
9472,P-2024-004,EMP-01,2024-11-16,Meeting,Internal Team Sync,3.27
9473,P-2024-004,EMP-04,2024-09-02,Meeting,BIM Clash Detection Session,2.19
9474,P-2024-004,EMP-08,2025-01-03,Meeting,Subcontractor Coordination,0.71
9475,P-2024-004,EMP-09,2024-12-06,Meeting,Internal Team Sync,2.29
9476,P-2024-004,EMP-11,2024-09-30,Meeting,Internal Team Sync,2.99
9477,P-2024-004,EMP-10,2024-10-14,Meeting,Subcontractor Coordination,3.53
9478,P-2024-004,EMP-04,2025-03-11,Meeting,Permitting Authority Review,3.48
9479,P-2024-004,EMP-03,2024-09-27,Meeting,Internal Team Sync,1.79
9480,P-2024-004,EMP-05,2025-03-26,Meeting,BIM Clash Detection Session,2.59
9481,P-2024-004,EMP-08,2025-04-30,Meeting,Subcontractor Coordination,2.17
9482,P-2024-004,EMP-03,2025-01-08,Meeting,Client Design Review,2.51
9483,P-2024-004,EMP-01,2025-01-29,Meeting,BIM Clash Detection Session,3.02
