log_id;project_id;employee_id;date_logged;task_category;subtask_description;hours_worked
12611;P-2022-026;EMP-8;11/07/2022;Drafting;Permit Fee Calculation;1.01
12612;P-2022-026;EMP-4;22/06/2022;Site Visit;Structural Analysis (Beam/Column Sizing);1.32
12613;P-2022-026;EMP-8;17/06/2022;Design;Permit Fee Calculation;0.59
12614;P-2022-026;EMP-4;06/08/2022;Meeting;Load Calculations (Wind/Seismic);1.48
12615;P-2022-026;EMP-6;15/10/2022;Meeting;Permit Fee Calculation;0.5
12616;P-2022-026;EMP-5;10/08/2022;Calculation;Permit Fee Calculation;0.5
12617;P-2022-026;EMP-1;11/08/2022;Design;Energy Modeling;2.71
12618;P-2022-026;EMP-4;19/08/2022;Design;Permit Fee Calculation;3.8
12619;P-2022-026;EMP-5;19/06/2022;Meeting;Structural Analysis (Beam/Column Sizing);0.5
12620;P-2022-026;EMP-6;25/10/2022;Meeting;Load Calculations (Wind/Seismic);1.38
12621;P-2022-026;EMP-6;16/12/2022;Drafting;Load Calculations (Wind/Seismic);1.6
12622;P-2022-026;EMP-6;04/11/2022;Meeting;Cost Estimation Review;1.51
12623;P-2022-026;EMP-10;15/07/2022;Design;Load Calculations (Wind/Seismic);0.5
12624;P-2022-026;EMP-1;18/07/2022;Drafting;Load Calculations (Wind/Seismic);1.96
12625;P-2022-026;EMP-8;24/06/2022;Calculation;Structural Analysis (Beam/Column Sizing);0.96
12626;P-2022-026;EMP-6;28/06/2022;Calculation;Load Calculations (Wind/Seismic);0.5
12627;P-2022-026;EMP-7;03/11/2022;Meeting;Cost Estimation Review;0.5
12628;P-2022-026;EMP-10;27/09/2022;Design;Permit Fee Calculation;0.5
12629;P-2022-026;EMP-10;20/07/2022;Meeting;Structural Analysis (Beam/Column Sizing);1.57
12630;P-2022-026;EMP-10;01/07/2022;Drafting;Cost Estimation Review;0.26
12631;P-2022-026;EMP-1;15/10/2022;Site Visit;Permit Fee Calculation;0.5
12632;P-2022-026;EMP-7;09/10/2022;Meeting;Cost Estimation Review;1.13
12633;P-2022-026;EMP-7;23/09/2022;Calculation;Energy Modeling;1.93
12634;P-2022-026;EMP-10;22/07/2022;Calculation;Energy Modeling;0.5
12635;P-2022-026;EMP-9;17/07/2022;Meeting;Permit Fee Calculation;0.77
12636;P-2022-026;EMP-11;10/12/2022;Meeting;Energy Modeling;0.5
12637;P-2022-026;EMP-7;23/10/2022;Site Visit;Energy Modeling;1.55
12638;P-2022-026;EMP-11;09/11/2022;Calculation;Structural Analysis (Beam/Column Sizing);0.5
12639;P-2022-026;EMP-1;10/09/2022;Design;Permit Fee Calculation;1.7
12640;P-2022-026;EMP-9;21/07/2022;Site Visit;Energy Modeling;2.95
12641;P-2022-026;EMP-10;24/10/2022;Calculation;Cost Estimation Review;2.55
12642;P-2022-026;EMP-8;08/09/2022;Design;Cost Estimation Review;1.18
12643;P-2022-026;EMP-8;02/08/2022;Meeting;Energy Modeling;3.09
12644;P-2022-026;EMP-8;17/12/2022;Meeting;3D Model Adjustments;0.5
12645;P-2022-026;EMP-11;25/09/2022;Design;Section Drawings;0.5
12646;P-2022-026;EMP-6;26/06/2022;Meeting;Detail Sheet Generation;0.26
12647;P-2022-026;EMP-9;31/07/2022;Design;Detail Sheet Generation;1.18
12648;P-2022-026;EMP-4;29/06/2022;Site Visit;3D Model Adjustments;0.5
12649;P-2022-026;EMP-8;24/09/2022;Design;Detail Sheet Generation;2.78
12650;P-2022-026;EMP-5;16/10/2022;Drafting;Foundation Plan Updates;2.64
12651;P-2022-026;EMP-11;11/08/2022;Site Visit;Detail Sheet Generation;0.5
12652;P-2022-026;EMP-9;28/09/2022;Site Visit;3D Model Adjustments;1.36
12653;P-2022-026;EMP-9;02/07/2022;Drafting;3D Model Adjustments;0.5
12654;P-2022-026;EMP-6;07/11/2022;Site Visit;Section Drawings;3.36
12655;P-2022-026;EMP-4;06/12/2022;Site Visit;Foundation Plan Updates;1.77
12656;P-2022-026;EMP-4;14/12/2022;Drafting;Foundation Plan Updates;0.5
12657;P-2022-026;EMP-11;27/08/2022;Site Visit;Detail Sheet Generation;0.71
12658;P-2022-026;EMP-4;22/06/2022;Site Visit;Detail Sheet Generation;0.5
12659;P-2022-026;EMP-3;09/10/2022;Meeting;Section Drawings;0.5
12660;P-2022-026;EMP-8;29/08/2022;Calculation;Detail Sheet Generation;0.5
12661;P-2022-026;EMP-4;04/07/2022;Drafting;Section Drawings;3.03
12662;P-2022-026;EMP-9;11/10/2022;Site Visit;Markup Cleanup;0.5
12663;P-2022-026;EMP-6;26/08/2022;Design;3D Model Adjustments;2.43
12664;P-2022-026;EMP-10;29/11/2022;Design;Foundation Plan Updates;1.97
12665;P-2022-026;EMP-3;18/08/2022;Drafting;3D Model Adjustments;0.5
12666;P-2022-026;EMP-1;29/08/2022;Design;Detail Sheet Generation;0.5
12667;P-2022-026;EMP-5;22/06/2022;Design;3D Model Adjustments;0.76
12668;P-2022-026;EMP-11;18/07/2022;Calculation;3D Model Adjustments;0.5
12669;P-2022-026;EMP-6;30/06/2022;Meeting;Markup Cleanup;1.36
12670;P-2022-026;EMP-2;27/08/2022;Site Visit;3D Model Adjustments;0.55
12671;P-2022-026;EMP-5;17/11/2022;Meeting;Foundation Plan Updates;2.82
12672;P-2022-026;EMP-8;04/11/2022;Site Visit;Section Drawings;0.5
12673;P-2022-026;EMP-3;16/08/2022;Design;Markup Cleanup;1.4
12674;P-2022-026;EMP-4;25/11/2022;Meeting;3D Model Adjustments;1.49
12675;P-2022-026;EMP-8;11/10/2022;Meeting;3D Model Adjustments;0.5
12676;P-2022-026;EMP-6;21/06/2022;Meeting;3D Model Adjustments;0.5
12677;P-2022-026;EMP-1;27/07/2022;Design;Detail Sheet Generation;0.67
12678;P-2022-026;EMP-6;01/09/2022;Site Visit;3D Model Adjustments;0.5
12679;P-2022-026;EMP-10;27/07/2022;Meeting;3D Model Adjustments;0.5
12680;P-2022-026;EMP-5;18/12/2022;Drafting;Markup Cleanup;3.45
12681;P-2022-026;EMP-11;12/09/2022;Site Visit;Detail Sheet Generation;0.5
12682;P-2022-026;EMP-4;08/09/2022;Site Visit;Detail Sheet Generation;1.83
12683;P-2022-026;EMP-5;26/09/2022;Design;3D Model Adjustments;1.13
12684;P-2022-026;EMP-10;28/08/2022;Design;Foundation Plan Updates;0.26
12685;P-2022-026;EMP-4;07/10/2022;Site Visit;3D Model Adjustments;0.26
12686;P-2022-026;EMP-5;11/08/2022;Design;Foundation Plan Updates;1.2
12687;P-2022-026;EMP-11;17/11/2022;Site Visit;Detail Sheet Generation;0.5
12688;P-2022-026;EMP-6;19/10/2022;Calculation;Section Drawings;1.95
12689;P-2022-026;EMP-11;06/08/2022;Calculation;Section Drawings;0.46
12690;P-2022-026;EMP-9;15/12/2022;Calculation;Detail Sheet Generation;0.5
12691;P-2022-026;EMP-1;11/12/2022;Site Visit;3D Model Adjustments;0.5
12692;P-2022-026;EMP-2;07/11/2022;Site Visit;Foundation Plan Updates;0.5
12693;P-2022-026;EMP-4;05/12/2022;Meeting;Markup Cleanup;0.39
12694;P-2022-026;EMP-1;13/08/2022;Design;3D Model Adjustments;0.5
12695;P-2022-026;EMP-10;30/06/2022;Site Visit;Detail Sheet Generation;2.01
12696;P-2022-026;EMP-3;13/12/2022;Calculation;Markup Cleanup;0.36
12697;P-2022-026;EMP-7;17/06/2022;Design;Markup Cleanup;0.5
12698;P-2022-026;EMP-10;18/09/2022;Drafting;Section Drawings;2.88
12699;P-2022-026;EMP-5;22/07/2022;Meeting;Section Drawings;0.5
12700;P-2022-026;EMP-8;17/12/2022;Design;Detail Sheet Generation;1.27
12701;P-2022-026;EMP-10;01/08/2022;Drafting;3D Model Adjustments;1.51
12702;P-2022-026;EMP-2;18/07/2022;Site Visit;Section Drawings;0.5
12703;P-2022-026;EMP-3;12/09/2022;Drafting;3D Model Adjustments;1.27
12704;P-2022-026;EMP-6;10/10/2022;Site Visit;3D Model Adjustments;2.1
12705;P-2022-026;EMP-6;02/07/2022;Meeting;Detail Sheet Generation;0.65
12706;P-2022-026;EMP-9;18/09/2022;Design;3D Model Adjustments;2.26
12707;P-2022-026;EMP-4;19/10/2022;Design;Foundation Plan Updates;2.4
12708;P-2022-026;EMP-9;01/12/2022;Site Visit;Markup Cleanup;0.49
12709;P-2022-026;EMP-5;17/06/2022;Meeting;Markup Cleanup;0.5
12710;P-2022-026;EMP-1;13/10/2022;Meeting;Detail Sheet Generation;0.5
12711;P-2022-026;EMP-7;06/08/2022;Meeting;Foundation Plan Updates;0.5
12712;P-2022-026;EMP-1;01/12/2022;Calculation;Foundation Plan Updates;0.5
12713;P-2022-026;EMP-8;02/11/2022;Drafting;Foundation Plan Updates;0.56
12714;P-2022-026;EMP-3;14/10/2022;Site Visit;Markup Cleanup;0.54
12715;P-2022-026;EMP-1;08/11/2022;Site Visit;3D Model Adjustments;0.5
12716;P-2022-026;EMP-8;02/07/2022;Design;3D Model Adjustments;0.66
12717;P-2022-026;EMP-2;28/08/2022;Meeting;3D Model Adjustments;0.5
12718;P-2022-026;EMP-7;14/11/2022;Drafting;Foundation Plan Updates;0.5
12719;P-2022-026;EMP-1;18/07/2022;Drafting;3D Model Adjustments;0.5
12720;P-2022-026;EMP-10;23/11/2022;Site Visit;3D Model Adjustments;0.3
12721;P-2022-026;EMP-6;24/06/2022;Drafting;Section Drawings;1.75
12722;P-2022-026;EMP-2;07/10/2022;Drafting;Markup Cleanup;2.14
12723;P-2022-026;EMP-1;02/11/2022;Drafting;Foundation Plan Updates;0.5
12724;P-2022-026;EMP-3;22/09/2022;Design;Markup Cleanup;0.58
12725;P-2022-026;EMP-3;18/10/2022;Site Visit;3D Model Adjustments;4.06
12726;P-2022-026;EMP-8;26/11/2022;Meeting;3D Model Adjustments;1.62
12727;P-2022-026;EMP-3;11/10/2022;Design;Markup Cleanup;2.88
12728;P-2022-026;EMP-2;21/07/2022;Calculation;Detail Sheet Generation;1.2
12729;P-2022-026;EMP-7;27/11/2022;Meeting;Section Drawings;0.5
12730;P-2022-026;EMP-4;18/12/2022;Drafting;Section Drawings;0.84
12731;P-2022-026;EMP-2;17/09/2022;Meeting;Section Drawings;2.09
12732;P-2022-026;EMP-11;28/06/2022;Site Visit;3D Model Adjustments;0.5
12733;P-2022-026;EMP-5;23/08/2022;Meeting;Detail Sheet Generation;0.98
12734;P-2022-026;EMP-3;12/07/2022;Site Visit;Foundation Plan Updates;0.5
12735;P-2022-026;EMP-7;28/10/2022;Calculation;Markup Cleanup;0.31
12736;P-2022-026;EMP-3;04/11/2022;Design;3D Model Adjustments;1.9
12737;P-2022-026;EMP-9;17/10/2022;Calculation;Markup Cleanup;0.5
12738;P-2022-026;EMP-10;21/11/2022;Calculation;Detail Sheet Generation;5.23
12739;P-2022-026;EMP-10;07/09/2022;Site Visit;3D Model Adjustments;0.5
12740;P-2022-026;EMP-4;19/11/2022;Drafting;Detail Sheet Generation;0.5
12741;P-2022-026;EMP-11;07/10/2022;Calculation;Foundation Plan Updates;0.5
12742;P-2022-026;EMP-5;09/08/2022;Meeting;Detail Sheet Generation;0.5
12743;P-2022-026;EMP-8;11/10/2022;Design;Foundation Plan Updates;0.5
12744;P-2022-026;EMP-1;30/10/2022;Calculation;Foundation Plan Updates;0.46
12745;P-2022-026;EMP-10;23/10/2022;Drafting;3D Model Adjustments;0.5
12746;P-2022-026;EMP-7;19/09/2022;Meeting;Foundation Plan Updates;0.28
12747;P-2022-026;EMP-1;12/07/2022;Calculation;Detail Sheet Generation;3.32
12748;P-2022-026;EMP-4;12/12/2022;Calculation;3D Model Adjustments;1.14
12749;P-2022-026;EMP-9;05/09/2022;Calculation;Section Drawings;2.31
12750;P-2022-026;EMP-8;20/08/2022;Drafting;Section Drawings;0.31
12751;P-2022-026;EMP-6;26/11/2022;Drafting;Section Drawings;0.5
12752;P-2022-026;EMP-2;08/07/2022;Calculation;Detail Sheet Generation;0.5
12753;P-2022-026;EMP-8;09/10/2022;Site Visit;Section Drawings;0.68
12754;P-2022-026;EMP-9;06/08/2022;Site Visit;Foundation Plan Updates;1.25
12755;P-2022-026;EMP-1;07/11/2022;Site Visit;Markup Cleanup;3.04
12756;P-2022-026;EMP-3;14/12/2022;Drafting;Detail Sheet Generation;1.06
12757;P-2022-026;EMP-6;01/07/2022;Design;3D Model Adjustments;0.5
12758;P-2022-026;EMP-4;03/12/2022;Meeting;Section Drawings;1.8
12759;P-2022-026;EMP-1;11/10/2022;Meeting;Foundation Plan Updates;0.5
12760;P-2022-026;EMP-11;27/10/2022;Site Visit;Detail Sheet Generation;0.5
12761;P-2022-026;EMP-5;13/12/2022;Design;Detail Sheet Generation;1.77
12762;P-2022-026;EMP-11;21/08/2022;Drafting;Markup Cleanup;0.7
12763;P-2022-026;EMP-2;20/09/2022;Drafting;Foundation Plan Updates;0.95
12764;P-2022-026;EMP-8;11/07/2022;Drafting;Markup Cleanup;0.46
12765;P-2022-026;EMP-10;15/10/2022;Drafting;Section Drawings;0.5
12766;P-2022-026;EMP-4;03/10/2022;Site Visit;Section Drawings;0.81
12767;P-2022-026;EMP-7;19/08/2022;Site Visit;Section Drawings;0.5
12768;P-2022-026;EMP-4;17/07/2022;Site Visit;Section Drawings;1.97
12769;P-2022-026;EMP-4;25/07/2022;Site Visit;Section Drawings;0.84
12770;P-2022-026;EMP-3;26/11/2022;Calculation;Section Drawings;1.79
12771;P-2022-026;EMP-4;16/07/2022;Calculation;Detail Sheet Generation;0.5
12772;P-2022-026;EMP-6;24/09/2022;Calculation;Detail Sheet Generation;3.82
12773;P-2022-026;EMP-5;17/10/2022;Design;Foundation Plan Updates;1.98
12774;P-2022-026;EMP-5;12/09/2022;Drafting;Foundation Plan Updates;2.14
12775;P-2022-026;EMP-3;21/09/2022;Meeting;Foundation Plan Updates;0.5
12776;P-2022-026;EMP-5;18/08/2022;Calculation;Section Drawings;3.11
12777;P-2022-026;EMP-9;04/07/2022;Drafting;Markup Cleanup;2.37
12778;P-2022-026;EMP-9;05/12/2022;Drafting;3D Model Adjustments;3.49
12779;P-2022-026;EMP-10;06/10/2022;Design;Detail Sheet Generation;2.53
12780;P-2022-026;EMP-3;25/07/2022;Calculation;3D Model Adjustments;1.77
12781;P-2022-026;EMP-3;20/09/2022;Drafting;Section Drawings;0.64
12782;P-2022-026;EMP-8;17/07/2022;Site Visit;3D Model Adjustments;0.61
12783;P-2022-026;EMP-3;13/11/2022;Drafting;Foundation Plan Updates;0.89
12784;P-2022-026;EMP-6;06/12/2022;Design;Foundation Plan Updates;0.59
12785;P-2022-026;EMP-6;07/09/2022;Site Visit;Markup Cleanup;1.34
12786;P-2022-026;EMP-5;08/11/2022;Site Visit;3D Model Adjustments;1.92
12787;P-2022-026;EMP-9;11/10/2022;Drafting;Detail Sheet Generation;0.5
12788;P-2022-026;EMP-3;05/07/2022;Design;3D Model Adjustments;1.93
12789;P-2022-026;EMP-10;10/10/2022;Drafting;Foundation Plan Updates;2.67
12790;P-2022-026;EMP-9;11/10/2022;Drafting;Markup Cleanup;1.63
12791;P-2022-026;EMP-3;29/06/2022;Site Visit;3D Model Adjustments;0.5
12792;P-2022-026;EMP-11;30/11/2022;Site Visit;3D Model Adjustments;0.5
12793;P-2022-026;EMP-3;29/07/2022;Drafting;Foundation Plan Updates;0.5
12794;P-2022-026;EMP-1;10/08/2022;Meeting;Detail Sheet Generation;1.85
12795;P-2022-026;EMP-8;08/09/2022;Drafting;Detail Sheet Generation;1.92
12796;P-2022-026;EMP-4;12/12/2022;Drafting;3D Model Adjustments;0.8
12797;P-2022-026;EMP-7;08/07/2022;Drafting;Foundation Plan Updates;2.75
12798;P-2022-026;EMP-8;26/08/2022;Design;Foundation Plan Updates;2.25
12799;P-2022-026;EMP-11;26/10/2022;Site Visit;Detail Sheet Generation;1.32
12800;P-2022-026;EMP-9;05/07/2022;Calculation;Foundation Plan Updates;1.62
12801;P-2022-026;EMP-3;28/06/2022;Site Visit;Foundation Plan Updates;1.19
12802;P-2022-026;EMP-1;14/09/2022;Site Visit;Section Drawings;1.85
12803;P-2022-026;EMP-2;29/11/2022;Calculation;3D Model Adjustments;0.5
12804;P-2022-026;EMP-7;13/07/2022;Drafting;3D Model Adjustments;0.74
12805;P-2022-026;EMP-8;20/06/2022;Design;Detail Sheet Generation;0.5
12806;P-2022-026;EMP-7;31/07/2022;Site Visit;Detail Sheet Generation;0.5
12807;P-2022-026;EMP-3;10/07/2022;Meeting;Section Drawings;1.45
12808;P-2022-026;EMP-5;29/06/2022;Drafting;Detail Sheet Generation;2.66
12809;P-2022-026;EMP-11;03/09/2022;Meeting;3D Model Adjustments;1.17
12810;P-2022-026;EMP-7;27/10/2022;Drafting;Foundation Plan Updates;0.94
12811;P-2022-026;EMP-1;18/06/2022;Design;3D Model Adjustments;0.93
12812;P-2022-026;EMP-8;22/09/2022;Drafting;Detail Sheet Generation;0.5
12813;P-2022-026;EMP-11;14/12/2022;Drafting;Markup Cleanup;2.2
12814;P-2022-026;EMP-2;24/07/2022;Site Visit;Detail Sheet Generation;1.75
12815;P-2022-026;EMP-1;12/07/2022;Drafting;Foundation Plan Updates;0.26
12816;P-2022-026;EMP-11;25/11/2022;Design;Detail Sheet Generation;3.72
12817;P-2022-026;EMP-7;25/07/2022;Meeting;Detail Sheet Generation;0.5
12818;P-2022-026;EMP-11;02/10/2022;Drafting;Detail Sheet Generation;0.5
12819;P-2022-026;EMP-9;25/06/2022;Drafting;3D Model Adjustments;0.5
12820;P-2022-026;EMP-6;27/09/2022;Design;Markup Cleanup;0.5
12821;P-2022-026;EMP-3;03/12/2022;Meeting;Foundation Plan Updates;0.58
12822;P-2022-026;EMP-2;03/07/2022;Site Visit;Detail Sheet Generation;1.52
12823;P-2022-026;EMP-2;30/10/2022;Meeting;Markup Cleanup;1.02
12824;P-2022-026;EMP-8;20/09/2022;Site Visit;Markup Cleanup;0.5
12825;P-2022-026;EMP-5;28/11/2022;Meeting;Markup Cleanup;0.51
12826;P-2022-026;EMP-4;16/09/2022;Meeting;Foundation Plan Updates;0.5
12827;P-2022-026;EMP-5;29/10/2022;Design;Detail Sheet Generation;0.77
12828;P-2022-026;EMP-3;10/10/2022;Site Visit;Foundation Plan Updates;0.5
12829;P-2022-026;EMP-10;04/07/2022;Meeting;Foundation Plan Updates;0.5
12830;P-2022-026;EMP-1;17/09/2022;Meeting;Foundation Plan Updates;1.96
12831;P-2022-026;EMP-7;26/09/2022;Drafting;Detail Sheet Generation;0.5
12832;P-2022-026;EMP-7;08/08/2022;Design;Section Drawings;0.5
12833;P-2022-026;EMP-10;23/07/2022;Site Visit;3D Model Adjustments;2.41
12834;P-2022-026;EMP-5;23/09/2022;Drafting;Foundation Plan Updates;0.52
12835;P-2022-026;EMP-5;22/08/2022;Site Visit;Foundation Plan Updates;0.82
12836;P-2022-026;EMP-6;06/12/2022;Calculation;Foundation Plan Updates;0.5
12837;P-2022-026;EMP-2;13/12/2022;Site Visit;3D Model Adjustments;0.5
12838;P-2022-026;EMP-9;26/09/2022;Drafting;3D Model Adjustments;2.64
12839;P-2022-026;EMP-11;05/11/2022;Meeting;Section Drawings;0.5
12840;P-2022-026;EMP-8;16/12/2022;Calculation;Foundation Plan Updates;2.12
12841;P-2022-026;EMP-11;22/11/2022;Calculation;Detail Sheet Generation;0.5
12842;P-2022-026;EMP-2;29/10/2022;Design;3D Model Adjustments;0.5
12843;P-2022-026;EMP-9;13/09/2022;Drafting;3D Model Adjustments;1.9
12844;P-2022-026;EMP-5;31/07/2022;Design;Section Drawings;0.5
12845;P-2022-026;EMP-10;03/11/2022;Meeting;Detail Sheet Generation;0.5
12846;P-2022-026;EMP-10;13/08/2022;Site Visit;Foundation Plan Updates;0.5
12847;P-2022-026;EMP-2;29/06/2022;Meeting;Section Drawings;0.9
12848;P-2022-026;EMP-1;04/09/2022;Calculation;Section Drawings;1.05
12849;P-2022-026;EMP-2;01/11/2022;Design;Foundation Plan Updates;1.31
12850;P-2022-026;EMP-11;12/08/2022;Design;Section Drawings;0.5
12851;P-2022-026;EMP-10;24/07/2022;Calculation;Foundation Plan Updates;1.6
12852;P-2022-026;EMP-4;20/08/2022;Meeting;Foundation Plan Updates;0.5
12853;P-2022-026;EMP-8;20/06/2022;Design;Markup Cleanup;1.37
12854;P-2022-026;EMP-6;07/11/2022;Design;Markup Cleanup;4.09
12855;P-2022-026;EMP-10;24/11/2022;Site Visit;Detail Sheet Generation;0.5
12856;P-2022-026;EMP-7;03/12/2022;Meeting;3D Model Adjustments;1.89
12857;P-2022-026;EMP-2;21/08/2022;Site Visit;Markup Cleanup;2.8
12858;P-2022-026;EMP-5;01/12/2022;Drafting;Section Drawings;1.6
12859;P-2022-026;EMP-3;02/09/2022;Site Visit;Foundation Plan Updates;3.51
12860;P-2022-026;EMP-5;27/07/2022;Drafting;Foundation Plan Updates;0.5
12861;P-2022-026;EMP-10;04/11/2022;Drafting;Markup Cleanup;0.5
12862;P-2022-026;EMP-11;21/11/2022;Calculation;Markup Cleanup;2.43
12863;P-2022-026;EMP-8;18/10/2022;Site Visit;Detail Sheet Generation;1.7
12864;P-2022-026;EMP-9;09/10/2022;Drafting;Markup Cleanup;2.21
12865;P-2022-026;EMP-8;16/11/2022;Drafting;Foundation Plan Updates;1.06
12866;P-2022-026;EMP-6;02/11/2022;Drafting;Detail Sheet Generation;0.5
12867;P-2022-026;EMP-9;15/07/2022;Design;Section Drawings;0.81
12868;P-2022-026;EMP-7;16/08/2022;Calculation;Section Drawings;0.5
12869;P-2022-026;EMP-5;19/06/2022;Meeting;Markup Cleanup;0.53
12870;P-2022-026;EMP-1;10/11/2022;Calculation;Foundation Plan Updates;0.4
12871;P-2022-026;EMP-7;20/06/2022;Calculation;Markup Cleanup;0.79
12872;P-2022-026;EMP-8;20/11/2022;Site Visit;Detail Sheet Generation;0.76
12873;P-2022-026;EMP-10;15/12/2022;Calculation;3D Model Adjustments;1.69
12874;P-2022-026;EMP-2;06/09/2022;Drafting;Detail Sheet Generation;1.15
12875;P-2022-026;EMP-7;22/09/2022;Design;Markup Cleanup;0.5
12876;P-2022-026;EMP-1;15/12/2022;Drafting;Section Drawings;0.5
12877;P-2022-026;EMP-10;18/09/2022;Meeting;Markup Cleanup;0.5
12878;P-2022-026;EMP-6;05/09/2022;Site Visit;Foundation Plan Updates;2.54
12879;P-2022-026;EMP-7;25/11/2022;Design;Foundation Plan Updates;0.5
12880;P-2022-026;EMP-7;12/09/2022;Drafting;Foundation Plan Updates;0.48
12881;P-2022-026;EMP-5;30/08/2022;Meeting;Section Drawings;0.5
12882;P-2022-026;EMP-5;28/08/2022;Design;Detail Sheet Generation;2.37
12883;P-2022-026;EMP-4;28/09/2022;Meeting;Markup Cleanup;0.5
12884;P-2022-026;EMP-5;27/08/2022;Meeting;Foundation Plan Updates;0.44
12885;P-2022-026;EMP-2;13/11/2022;Calculation;Section Drawings;0.72
12886;P-2022-026;EMP-7;07/11/2022;Calculation;Foundation Plan Updates;0.5
12887;P-2022-026;EMP-6;26/08/2022;Design;Markup Cleanup;0.74
12888;P-2022-026;EMP-10;09/10/2022;Meeting;Markup Cleanup;0.68
12889;P-2022-026;EMP-4;25/07/2022;Meeting;Foundation Plan Updates;3.38
12890;P-2022-026;EMP-2;03/08/2022;Meeting;Markup Cleanup;0.5
12891;P-2022-026;EMP-10;29/09/2022;Site Visit;Foundation Plan Updates;0.73
12892;P-2022-026;EMP-1;20/10/2022;Drafting;3D Model Adjustments;0.5
12893;P-2022-026;EMP-10;10/10/2022;Site Visit;Markup Cleanup;3.55
12894;P-2022-026;EMP-1;09/09/2022;Design;3D Model Adjustments;0.5
12895;P-2022-026;EMP-1;13/07/2022;Site Visit;3D Model Adjustments;0.5
12896;P-2022-026;EMP-10;10/08/2022;Design;Foundation Plan Updates;2.17
12897;P-2022-026;EMP-4;19/08/2022;Drafting;Foundation Plan Updates;0.79
12898;P-2022-026;EMP-11;20/11/2022;Site Visit;Markup Cleanup;0.5
12899;P-2022-026;EMP-2;05/09/2022;Design;3D Model Adjustments;0.52
12900;P-2022-026;EMP-1;21/10/2022;Site Visit;3D Model Adjustments;0.5
12901;P-2022-026;EMP-10;20/09/2022;Meeting;Markup Cleanup;0.49
12902;P-2022-026;EMP-1;29/10/2022;Meeting;Detail Sheet Generation;3.53
12903;P-2022-026;EMP-1;19/06/2022;Design;3D Model Adjustments;0.57
12904;P-2022-026;EMP-5;23/11/2022;Calculation;Detail Sheet Generation;0.5
12905;P-2022-026;EMP-8;01/09/2022;Meeting;Markup Cleanup;0.59
12906;P-2022-026;EMP-2;04/08/2022;Meeting;3D Model Adjustments;1.05
12907;P-2022-026;EMP-11;04/07/2022;Calculation;Foundation Plan Updates;0.5
12908;P-2022-026;EMP-6;30/10/2022;Meeting;Foundation Plan Updates;2.39
12909;P-2022-026;EMP-7;12/12/2022;Design;Detail Sheet Generation;0.5
12910;P-2022-026;EMP-11;02/10/2022;Drafting;Foundation Plan Updates;0.5
12911;P-2022-026;EMP-5;26/07/2022;Site Visit;Foundation Plan Updates;0.5
12912;P-2022-026;EMP-4;21/09/2022;Drafting;Section Drawings;0.5
12913;P-2022-026;EMP-11;21/10/2022;Calculation;Markup Cleanup;2.37
12914;P-2022-026;EMP-2;31/10/2022;Calculation;3D Model Adjustments;0.5
12915;P-2022-026;EMP-1;09/08/2022;Design;Markup Cleanup;0.88
12916;P-2022-026;EMP-10;07/11/2022;Meeting;3D Model Adjustments;0.5
12917;P-2022-026;EMP-6;22/06/2022;Meeting;Foundation Plan Updates;0.75
12918;P-2022-026;EMP-3;08/07/2022;Site Visit;Section Drawings;2.15
12919;P-2022-026;EMP-6;24/11/2022;Design;3D Model Adjustments;0.5
12920;P-2022-026;EMP-10;10/12/2022;Drafting;Detail Sheet Generation;0.5
12921;P-2022-026;EMP-2;20/08/2022;Drafting;Foundation Plan Updates;1.91
12922;P-2022-026;EMP-1;13/07/2022;Meeting;Foundation Plan Updates;0.5
12923;P-2022-026;EMP-11;29/08/2022;Design;Foundation Plan Updates;1.25
12924;P-2022-026;EMP-7;23/10/2022;Site Visit;Markup Cleanup;0.5
12925;P-2022-026;EMP-8;10/08/2022;Site Visit;3D Model Adjustments;1.6
12926;P-2022-026;EMP-6;17/08/2022;Drafting;3D Model Adjustments;1.96
12927;P-2022-026;EMP-4;02/07/2022;Meeting;Section Drawings;0.56
12928;P-2022-026;EMP-7;03/11/2022;Calculation;3D Model Adjustments;2.35
12929;P-2022-026;EMP-7;29/06/2022;Design;Subcontractor Coordination;0.98
12930;P-2022-026;EMP-7;10/08/2022;Design;Client Design Review;0.37
12931;P-2022-026;EMP-1;27/10/2022;Calculation;Permitting Authority Review;1.04
12932;P-2022-026;EMP-4;30/11/2022;Calculation;Permitting Authority Review;1.86
12933;P-2022-026;EMP-8;13/07/2022;Design;BIM Clash Detection Session;1.54
12934;P-2022-026;EMP-6;28/09/2022;Drafting;Client Design Review;0.5
12935;P-2022-026;EMP-7;05/10/2022;Site Visit;Subcontractor Coordination;0.5
12936;P-2022-026;EMP-7;04/07/2022;Calculation;Subcontractor Coordination;0.5
12937;P-2022-026;EMP-11;16/09/2022;Design;BIM Clash Detection Session;2.82
12938;P-2022-026;EMP-3;23/08/2022;Design;BIM Clash Detection Session;3.17
12939;P-2022-026;EMP-6;20/08/2022;Design;Permitting Authority Review;0.5
12940;P-2022-026;EMP-6;27/11/2022;Site Visit;Client Design Review;0.5
12941;P-2022-026;EMP-2;03/08/2022;Drafting;BIM Clash Detection Session;0.5
12942;P-2022-026;EMP-8;04/10/2022;Site Visit;Subcontractor Coordination;1.31
12943;P-2022-026;EMP-2;31/08/2022;Site Visit;Client Design Review;0.5
