log_id,project_id,employee_id,date_logged,task_category,subtask_description,hours_worked
8236,P-2022-005,EMP-1,2022-09-09,Design,Architectural Layout,2.2
8237,P-2022-005,EMP-9,2023-03-01,Design,MEP System Planning,3.46
8238,P-2022-005,EMP-3,2023-01-22,Design,MEP System Planning,4.97
8239,P-2022-005,EMP-3,2023-02-18,Design,MEP System Planning,2.38
8240,P-2022-005,EMP-5,2022-08-26,Design,MEP System Planning,3.63
8241,P-2022-005,EMP-3,2022-10-04,Design,Structural Concept,2.48
8242,P-2022-005,EMP-6,2023-03-25,Design,Architectural Layout,2.85
8243,P-2022-005,EMP-1,2023-03-29,Design,Material Specification Review,3.26
8244,P-2022-005,EMP-11,2023-01-19,Design,Facade/Exterior Detailing,2.93
8245,P-2022-005,EMP-9,2022-11-23,Design,Material Specification Review,3.26
8246,P-2022-005,EMP-6,2023-01-14,Design,Structural Concept,1.55
8247,P-2022-005,EMP-1,2023-02-21,Design,MEP System Planning,3.98
8248,P-2022-005,EMP-3,2023-02-27,Design,Architectural Layout,3.96
8249,P-2022-005,EMP-1,2023-01-06,Design,MEP System Planning,2.87
8250,P-2022-005,EMP-8,2023-03-19,Design,MEP System Planning,0.78
8251,P-2022-005,EMP-2,2022-12-09,Design,Structural Concept,2.83
8252,P-2022-005,EMP-3,2022-09-09,Design,Structural Concept,2.21
8253,P-2022-005,EMP-11,2022-11-16,Design,Facade/Exterior Detailing,3.1
8254,P-2022-005,EMP-4,2022-11-25,Design,MEP System Planning,1.35
8255,P-2022-005,EMP-8,2023-02-25,Design,Facade/Exterior Detailing,2.91
8256,P-2022-005,EMP-4,2022-11-26,Design,MEP System Planning,3.2
8257,P-2022-005,EMP-9,2022-11-23,Design,Architectural Layout,1.42
8258,P-2022-005,EMP-10,2022-12-14,Design,Architectural Layout,2.48
8259,P-2022-005,EMP-4,2022-10-12,Design,MEP System Planning,1.53
8260,P-2022-005,EMP-1,2022-09-12,Design,MEP System Planning,3.02
8261,P-2022-005,EMP-9,2023-02-24,Design,Architectural Layout,3.56
8262,P-2022-005,EMP-4,2023-02-10,Design,Material Specification Review,3.23
8263,P-2022-005,EMP-6,2022-08-09,Design,Structural Concept,2.32
8264,P-2022-005,EMP-1,2022-12-06,Design,MEP System Planning,1.64
8265,P-2022-005,EMP-1,2022-10-25,Design,Material Specification Review,2.59
8266,P-2022-005,EMP-10,2023-03-02,Design,Architectural Layout,3.5
8267,P-2022-005,EMP-1,2023-01-13,Design,MEP System Planning,2.76
8268,P-2022-005,EMP-6,2022-12-12,Design,Structural Concept,1.05
8269,P-2022-005,EMP-1,2022-08-18,Design,Architectural Layout,2.92
8270,P-2022-005,EMP-8,2023-01-27,Design,Architectural Layout,3.51
8271,P-2022-005,EMP-9,2022-09-21,Design,MEP System Planning,1.98
8272,P-2022-005,EMP-2,2022-12-24,Design,Structural Concept,3.19
8273,P-2022-005,EMP-5,2022-09-07,Design,Structural Concept,1.56
8274,P-2022-005,EMP-6,2022-12-03,Design,Structural Concept,1.45
8275,P-2022-005,EMP-4,2023-03-01,Design,Structural Concept,2.72
8276,P-2022-005,EMP-5,2022-11-10,Design,MEP System Planning,1.16
8277,P-2022-005,EMP-9,2022-11-19,Design,MEP System Planning,2.11
8278,P-2022-005,EMP-10,2023-01-28,Design,Material Specification Review,2.3
8279,P-2022-005,EMP-10,2023-02-23,Design,Material Specification Review,3.4
8280,P-2022-005,EMP-6,2023-03-10,Design,MEP System Planning,0.57
8281,P-2022-005,EMP-6,2022-08-24,Design,Architectural Layout,2.32
8282,P-2022-005,EMP-3,2023-03-20,Design,Structural Concept,2.84
8283,P-2022-005,EMP-11,2022-10-10,Design,MEP System Planning,4.12
8284,P-2022-005,EMP-1,2023-02-25,Design,Architectural Layout,2.4
8285,P-2022-005,EMP-7,2023-01-28,Design,Architectural Layout,1.46
8286,P-2022-005,EMP-6,2022-09-19,Design,Material Specification Review,4.35
8287,P-2022-005,EMP-1,2022-11-17,Design,Structural Concept,1.74
8288,P-2022-005,EMP-6,2022-12-03,Design,Structural Concept,0.99
8289,P-2022-005,EMP-8,2022-09-02,Design,Structural Concept,3.26
8290,P-2022-005,EMP-10,2022-08-09,Design,MEP System Planning,1.63
8291,P-2022-005,EMP-2,2022-12-04,Design,Architectural Layout,3.91
8292,P-2022-005,EMP-4,2023-02-28,Design,Material Specification Review,3.04
8293,P-2022-005,EMP-2,2023-01-18,Design,MEP System Planning,2.31
8294,P-2022-005,EMP-1,2022-11-10,Design,MEP System Planning,2.07
8295,P-2022-005,EMP-1,2023-02-20,Design,Structural Concept,2.44
8296,P-2022-005,EMP-9,2022-12-14,Design,Architectural Layout,1.43
8297,P-2022-005,EMP-4,2022-09-26,Design,Material Specification Review,1.66
8298,P-2022-005,EMP-6,2022-10-08,Design,Facade/Exterior Detailing,0.5
8299,P-2022-005,EMP-10,2022-08-13,Design,Architectural Layout,1.38
8300,P-2022-005,EMP-6,2023-03-01,Design,Structural Concept,2.85
8301,P-2022-005,EMP-4,2023-01-15,Design,Facade/Exterior Detailing,2.05
8302,P-2022-005,EMP-1,2022-10-11,Design,Structural Concept,2.67
8303,P-2022-005,EMP-8,2023-01-10,Design,Facade/Exterior Detailing,3.41
8304,P-2022-005,EMP-10,2022-09-13,Design,Facade/Exterior Detailing,3.19
8305,P-2022-005,EMP-9,2022-08-22,Design,Architectural Layout,3.12
8306,P-2022-005,EMP-10,2023-02-15,Design,Structural Concept,2.95
8307,P-2022-005,EMP-4,2023-03-23,Design,MEP System Planning,1.85
8308,P-2022-005,EMP-5,2023-02-01,Design,Architectural Layout,3.69
8309,P-2022-005,EMP-1,2022-09-27,Design,Architectural Layout,1.68
8310,P-2022-005,EMP-2,2023-01-12,Design,Structural Concept,3.76
8311,P-2022-005,EMP-5,2022-09-05,Design,Material Specification Review,2.52
8312,P-2022-005,EMP-4,2022-10-21,Design,Facade/Exterior Detailing,2.64
8313,P-2022-005,EMP-8,2022-11-28,Design,MEP System Planning,3.7
8314,P-2022-005,EMP-1,2022-10-04,Design,MEP System Planning,1.99
8315,P-2022-005,EMP-7,2023-02-05,Design,Architectural Layout,3.73
8316,P-2022-005,EMP-5,2023-02-27,Design,Facade/Exterior Detailing,4.35
8317,P-2022-005,EMP-5,2023-01-25,Design,MEP System Planning,2.68
8318,P-2022-005,EMP-1,2022-09-12,Design,Facade/Exterior Detailing,2.78
8319,P-2022-005,EMP-4,2022-08-11,Design,Material Specification Review,2.82
8320,P-2022-005,EMP-3,2023-03-11,Design,Structural Concept,2.79
8321,P-2022-005,EMP-3,2023-01-09,Design,Structural Concept,1.82
8322,P-2022-005,EMP-1,2023-01-15,Design,MEP System Planning,2.08
8323,P-2022-005,EMP-5,2022-08-15,Design,MEP System Planning,2.38
8324,P-2022-005,EMP-7,2022-11-26,Design,Structural Concept,3.7
8325,P-2022-005,EMP-7,2023-01-13,Design,MEP System Planning,5.39
8326,P-2022-005,EMP-10,2022-11-08,Design,Structural Concept,2.4
8327,P-2022-005,EMP-5,2023-02-10,Design,Structural Concept,3.4
8328,P-2022-005,EMP-10,2022-09-07,Design,Architectural Layout,1.51
8329,P-2022-005,EMP-3,2023-03-01,Design,Material Specification Review,1.27
8330,P-2022-005,EMP-2,2022-09-01,Design,Facade/Exterior Detailing,0.76
8331,P-2022-005,EMP-6,2023-04-08,Design,Structural Concept,3.3
8332,P-2022-005,EMP-7,2022-10-21,Design,Facade/Exterior Detailing,3.28
8333,P-2022-005,EMP-8,2023-01-28,Design,MEP System Planning,3.01
8334,P-2022-005,EMP-6,2023-01-17,Design,Architectural Layout,2.75
8335,P-2022-005,EMP-5,2023-03-02,Design,Material Specification Review,1.43
8336,P-2022-005,EMP-2,2023-04-08,Design,Architectural Layout,0.91
8337,P-2022-005,EMP-9,2023-01-01,Design,Structural Concept,4.54
8338,P-2022-005,EMP-4,2022-12-26,Design,Architectural Layout,2.33
8339,P-2022-005,EMP-3,2022-11-22,Design,Material Specification Review,2.84
8340,P-2022-005,EMP-6,2023-03-06,Design,MEP System Planning,1.49
8341,P-2022-005,EMP-11,2022-10-29,Design,Structural Concept,4.68
8342,P-2022-005,EMP-2,2022-08-15,Design,Structural Concept,3.59
8343,P-2022-005,EMP-3,2022-09-11,Design,Material Specification Review,3.33
8344,P-2022-005,EMP-1,2022-11-20,Design,Facade/Exterior Detailing,2.46
8345,P-2022-005,EMP-6,2023-01-27,Design,MEP System Planning,2.26
8346,P-2022-005,EMP-5,2022-09-03,Design,Structural Concept,3.08
8347,P-2022-005,EMP-11,2022-10-21,Design,Facade/Exterior Detailing,3.5
8348,P-2022-005,EMP-11,2022-12-16,Design,Architectural Layout,2.52
8349,P-2022-005,EMP-11,2023-02-20,Design,Architectural Layout,2.61
8350,P-2022-005,EMP-9,2023-02-23,Design,Material Specification Review,2.99
8351,P-2022-005,EMP-2,2022-11-25,Design,MEP System Planning,3.12
8352,P-2022-005,EMP-10,2022-10-23,Design,MEP System Planning,1.26
8353,P-2022-005,EMP-6,2022-09-20,Design,Material Specification Review,2.64
8354,P-2022-005,EMP-10,2023-02-11,Calculation,Load Calculations (Wind/Seismic),1.64
8355,P-2022-005,EMP-3,2023-03-28,Calculation,Cost Estimation Review,1.41
8356,P-2022-005,EMP-1,2022-10-29,Calculation,Energy Modeling,2.47
8357,P-2022-005,EMP-8,2022-12-22,Calculation,Load Calculations (Wind/Seismic),3.19
8358,P-2022-005,EMP-2,2023-03-30,Calculation,Structural Analysis (Beam/Column Sizing),2.43
8359,P-2022-005,EMP-3,2022-12-19,Calculation,Energy Modeling,3.27
8360,P-2022-005,EMP-10,2022-12-31,Calculation,Permit Fee Calculation,2.91
8361,P-2022-005,EMP-6,2023-02-21,Calculation,Energy Modeling,1.7
8362,P-2022-005,EMP-1,2022-12-31,Calculation,Energy Modeling,0.94
8363,P-2022-005,EMP-7,2022-08-24,Calculation,Energy Modeling,1.49
8364,P-2022-005,EMP-3,2023-01-07,Calculation,Load Calculations (Wind/Seismic),1.47
8365,P-2022-005,EMP-10,2022-10-19,Calculation,Permit Fee Calculation,1.58
8366,P-2022-005,EMP-10,2022-10-15,Calculation,Energy Modeling,3.61
8367,P-2022-005,EMP-8,2022-11-07,Calculation,Load Calculations (Wind/Seismic),0.29
8368,P-2022-005,EMP-2,2023-02-04,Calculation,Permit Fee Calculation,1.82
8369,P-2022-005,EMP-8,2022-11-25,Calculation,Structural Analysis (Beam/Column Sizing),2.9
8370,P-2022-005,EMP-5,2022-10-20,Calculation,Cost Estimation Review,3.17
8371,P-2022-005,EMP-8,2023-02-28,Calculation,Cost Estimation Review,1.52
8372,P-2022-005,EMP-11,2022-10-13,Calculation,Structural Analysis (Beam/Column Sizing),3.64
8373,P-2022-005,EMP-10,2023-02-19,Calculation,Permit Fee Calculation,3.66
8374,P-2022-005,EMP-6,2023-03-18,Calculation,Cost Estimation Review,3.4
8375,P-2022-005,EMP-4,2023-03-31,Calculation,Structural Analysis (Beam/Column Sizing),3.27
8376,P-2022-005,EMP-8,2023-03-07,Calculation,Load Calculations (Wind/Seismic),1.79
8377,P-2022-005,EMP-6,2023-01-06,Calculation,Structural Analysis (Beam/Column Sizing),4.75
8378,P-2022-005,EMP-1,2023-04-08,Calculation,Cost Estimation Review,0.72
8379,P-2022-005,EMP-5,2023-01-15,Calculation,Structural Analysis (Beam/Column Sizing),1.03
8380,P-2022-005,EMP-8,2023-02-07,Calculation,Cost Estimation Review,1.31
8381,P-2022-005,EMP-4,2023-03-12,Calculation,Permit Fee Calculation,0.78
8382,P-2022-005,EMP-5,2022-09-23,Calculation,Energy Modeling,2.32
8383,P-2022-005,EMP-4,2022-09-10,Calculation,Structural Analysis (Beam/Column Sizing),1.73
8384,P-2022-005,EMP-3,2022-08-19,Calculation,Energy Modeling,3.13
8385,P-2022-005,EMP-2,2023-04-06,Calculation,Structural Analysis (Beam/Column Sizing),2.05
8386,P-2022-005,EMP-10,2023-03-06,Calculation,Load Calculations (Wind/Seismic),1.66
8387,P-2022-005,EMP-7,2022-09-09,Calculation,Cost Estimation Review,2.54
8388,P-2022-005,EMP-9,2023-03-31,Calculation,Energy Modeling,2.42
8389,P-2022-005,EMP-5,2023-01-27,Calculation,Structural Analysis (Beam/Column Sizing),2.39
8390,P-2022-005,EMP-4,2023-04-06,Calculation,Energy Modeling,1.73
8391,P-2022-005,EMP-8,2023-02-17,Calculation,Load Calculations (Wind/Seismic),3.31
8392,P-2022-005,EMP-5,2023-01-15,Calculation,Cost Estimation Review,3.89
8393,P-2022-005,EMP-3,2022-11-01,Calculation,Cost Estimation Review,3.44
8394,P-2022-005,EMP-1,2023-02-26,Calculation,Load Calculations (Wind/Seismic),0.76
8395,P-2022-005,EMP-2,2022-11-06,Calculation,Cost Estimation Review,1.16
8396,P-2022-005,EMP-8,2023-02-26,Calculation,Permit Fee Calculation,4.42
8397,P-2022-005,EMP-1,2023-01-28,Calculation,Cost Estimation Review,5.22
8398,P-2022-005,EMP-2,2023-03-06,Calculation,Permit Fee Calculation,2.83
8399,P-2022-005,EMP-10,2022-10-13,Calculation,Permit Fee Calculation,3.99
8400,P-2022-005,EMP-1,2023-02-21,Calculation,Energy Modeling,1.64
8401,P-2022-005,EMP-10,2023-01-01,Calculation,Structural Analysis (Beam/Column Sizing),4.46
8402,P-2022-005,EMP-3,2022-09-19,Calculation,Load Calculations (Wind/Seismic),1.77
8403,P-2022-005,EMP-6,2022-08-16,Calculation,Cost Estimation Review,2.44
8404,P-2022-005,EMP-3,2023-01-10,Calculation,Structural Analysis (Beam/Column Sizing),2.37
8405,P-2022-005,EMP-7,2023-01-05,Calculation,Cost Estimation Review,2.27
8406,P-2022-005,EMP-5,2022-11-29,Calculation,Energy Modeling,2.73
8407,P-2022-005,EMP-1,2022-10-09,Calculation,Structural Analysis (Beam/Column Sizing),3.43
8408,P-2022-005,EMP-7,2023-02-03,Calculation,Permit Fee Calculation,1.52
8409,P-2022-005,EMP-10,2022-12-16,Calculation,Structural Analysis (Beam/Column Sizing),3.62
8410,P-2022-005,EMP-6,2022-10-25,Calculation,Permit Fee Calculation,1.71
8411,P-2022-005,EMP-7,2022-09-06,Calculation,Load Calculations (Wind/Seismic),5.1
8412,P-2022-005,EMP-7,2022-10-03,Calculation,Cost Estimation Review,2.2
8413,P-2022-005,EMP-5,2023-03-31,Calculation,Structural Analysis (Beam/Column Sizing),2.26
8414,P-2022-005,EMP-5,2023-01-12,Calculation,Structural Analysis (Beam/Column Sizing),1.49
8415,P-2022-005,EMP-10,2023-01-12,Calculation,Structural Analysis (Beam/Column Sizing),1.64
8416,P-2022-005,EMP-9,2022-08-30,Calculation,Load Calculations (Wind/Seismic),3.16
8417,P-2022-005,EMP-3,2022-12-20,Calculation,Permit Fee Calculation,3.26
8418,P-2022-005,EMP-8,2023-02-19,Calculation,Energy Modeling,2.64
8419,P-2022-005,EMP-6,2023-02-13,Calculation,Permit Fee Calculation,0.95
8420,P-2022-005,EMP-7,2022-12-25,Calculation,Energy Modeling,2.58
8421,P-2022-005,EMP-7,2022-11-27,Calculation,Permit Fee Calculation,1.36
8422,P-2022-005,EMP-6,2022-11-04,Calculation,Energy Modeling,2.72
8423,P-2022-005,EMP-3,2022-11-07,Calculation,Energy Modeling,3.07
8424,P-2022-005,EMP-5,2022-08-25,Calculation,Permit Fee Calculation,2.67
8425,P-2022-005,EMP-2,2022-11-14,Calculation,Energy Modeling,1.24
8426,P-2022-005,EMP-2,2022-08-15,Calculation,Structural Analysis (Beam/Column Sizing),2.68
8427,P-2022-005,EMP-7,2022-11-21,Calculation,Load Calculations (Wind/Seismic),2.17
8428,P-2022-005,EMP-3,2022-09-12,Calculation,Energy Modeling,1.16
8429,P-2022-005,EMP-5,2022-09-10,Calculation,Structural Analysis (Beam/Column Sizing),1.17
8430,P-2022-005,EMP-10,2023-02-04,Calculation,Structural Analysis (Beam/Column Sizing),3.34
8431,P-2022-005,EMP-6,2023-03-24,Calculation,Permit Fee Calculation,1.06
8432,P-2022-005,EMP-3,2022-12-05,Calculation,Structural Analysis (Beam/Column Sizing),1.57
8433,P-2022-005,EMP-6,2023-03-02,Calculation,Permit Fee Calculation,3.14
8434,P-2022-005,EMP-11,2022-12-10,Calculation,Structural Analysis (Beam/Column Sizing),4.78
8435,P-2022-005,EMP-4,2022-11-26,Calculation,Load Calculations (Wind/Seismic),1.88
8436,P-2022-005,EMP-2,2023-02-21,Calculation,Load Calculations (Wind/Seismic),2.78
8437,P-2022-005,EMP-6,2023-03-20,Calculation,Energy Modeling,3.88
8438,P-2022-005,EMP-3,2022-12-17,Calculation,Permit Fee Calculation,2.87
8439,P-2022-005,EMP-9,2023-01-18,Calculation,Permit Fee Calculation,1.39
8440,P-2022-005,EMP-5,2022-08-14,Calculation,Load Calculations (Wind/Seismic),1.29
8441,P-2022-005,EMP-4,2023-01-11,Calculation,Structural Analysis (Beam/Column Sizing),2.48
8442,P-2022-005,EMP-4,2023-03-12,Calculation,Permit Fee Calculation,2.36
8443,P-2022-005,EMP-5,2022-09-20,Calculation,Cost Estimation Review,2.91
8444,P-2022-005,EMP-5,2022-10-17,Calculation,Cost Estimation Review,3.75
8445,P-2022-005,EMP-9,2022-09-07,Calculation,Load Calculations (Wind/Seismic),2.09
8446,P-2022-005,EMP-5,2022-12-24,Calculation,Cost Estimation Review,1.6
8447,P-2022-005,EMP-11,2022-12-03,Calculation,Structural Analysis (Beam/Column Sizing),2.03
8448,P-2022-005,EMP-8,2023-02-09,Calculation,Load Calculations (Wind/Seismic),2.51
8449,P-2022-005,EMP-8,2022-12-30,Calculation,Cost Estimation Review,4.14
8450,P-2022-005,EMP-4,2023-01-02,Calculation,Permit Fee Calculation,1.23
8451,P-2022-005,EMP-11,2022-09-12,Calculation,Energy Modeling,2.41
8452,P-2022-005,EMP-11,2022-09-11,Calculation,Structural Analysis (Beam/Column Sizing),2.52
8453,P-2022-005,EMP-7,2022-10-13,Calculation,Load Calculations (Wind/Seismic),0.5
8454,P-2022-005,EMP-10,2022-10-09,Calculation,Energy Modeling,2.6
8455,P-2022-005,EMP-8,2023-03-26,Calculation,Energy Modeling,2.87
8456,P-2022-005,EMP-7,2022-09-25,Calculation,Energy Modeling,3.72
8457,P-2022-005,EMP-11,2023-04-06,Calculation,Load Calculations (Wind/Seismic),1.44
8458,P-2022-005,EMP-9,2023-02-12,Calculation,Cost Estimation Review,3.46
8459,P-2022-005,EMP-8,2023-03-05,Calculation,Load Calculations (Wind/Seismic),3.17
8460,P-2022-005,EMP-2,2023-01-19,Calculation,Permit Fee Calculation,2.64
8461,P-2022-005,EMP-11,2023-02-20,Calculation,Load Calculations (Wind/Seismic),3.81
8462,P-2022-005,EMP-7,2023-01-06,Calculation,Load Calculations (Wind/Seismic),1.79
8463,P-2022-005,EMP-1,2023-02-09,Calculation,Load Calculations (Wind/Seismic),1.97
8464,P-2022-005,EMP-2,2023-01-02,Calculation,Structural Analysis (Beam/Column Sizing),0.27
8465,P-2022-005,EMP-1,2023-03-24,Calculation,Permit Fee Calculation,1.21
8466,P-2022-005,EMP-8,2022-12-03,Calculation,Energy Modeling,2.8
8467,P-2022-005,EMP-11,2023-01-12,Calculation,Cost Estimation Review,1.44
8468,P-2022-005,EMP-2,2023-01-25,Calculation,Energy Modeling,3.09
8469,P-2022-005,EMP-9,2023-04-05,Calculation,Structural Analysis (Beam/Column Sizing),1.39
8470,P-2022-005,EMP-3,2022-11-06,Calculation,Energy Modeling,1.13
8471,P-2022-005,EMP-9,2022-12-01,Calculation,Permit Fee Calculation,1.65
8472,P-2022-005,EMP-1,2023-01-31,Calculation,Energy Modeling,2.6
8473,P-2022-005,EMP-5,2022-10-27,Calculation,Structural Analysis (Beam/Column Sizing),1.42
8474,P-2022-005,EMP-3,2023-03-18,Calculation,Permit Fee Calculation,2.76
8475,P-2022-005,EMP-7,2022-11-09,Calculation,Cost Estimation Review,3.06
8476,P-2022-005,EMP-7,2022-11-02,Calculation,Structural Analysis (Beam/Column Sizing),1.03
8477,P-2022-005,EMP-10,2023-02-04,Calculation,Energy Modeling,2.99
8478,P-2022-005,EMP-10,2023-01-01,Calculation,Cost Estimation Review,1.94
8479,P-2022-005,EMP-10,2022-08-20,Calculation,Structural Analysis (Beam/Column Sizing),2.77
8480,P-2022-005,EMP-4,2022-12-22,Calculation,Structural Analysis (Beam/Column Sizing),3.05
8481,P-2022-005,EMP-10,2022-11-01,Calculation,Structural Analysis (Beam/Column Sizing),1.44
8482,P-2022-005,EMP-10,2023-02-11,Calculation,Cost Estimation Review,2.35
8483,P-2022-005,EMP-10,2023-03-27,Calculation,Cost Estimation Review,2.07
8484,P-2022-005,EMP-3,2023-03-30,Calculation,Cost Estimation Review,3.69
8485,P-2022-005,EMP-3,2022-11-15,Calculation,Structural Analysis (Beam/Column Sizing),0.94
8486,P-2022-005,EMP-4,2022-10-15,Calculation,Cost Estimation Review,4.07
8487,P-2022-005,EMP-2,2022-12-13,Calculation,Load Calculations (Wind/Seismic),2.43
8488,P-2022-005,EMP-6,2022-08-28,Calculation,Permit Fee Calculation,1.9
8489,P-2022-005,EMP-6,2023-03-09,Calculation,Structural Analysis (Beam/Column Sizing),1.68
8490,P-2022-005,EMP-10,2022-09-03,Calculation,Load Calculations (Wind/Seismic),0.76
8491,P-2022-005,EMP-1,2022-10-01,Calculation,Load Calculations (Wind/Seismic),1.02
8492,P-2022-005,EMP-6,2022-11-09,Calculation,Energy Modeling,2.19
8493,P-2022-005,EMP-2,2022-09-25,Calculation,Structural Analysis (Beam/Column Sizing),1.64
8494,P-2022-005,EMP-6,2022-09-22,Calculation,Permit Fee Calculation,2.88
8495,P-2022-005,EMP-5,2023-01-18,Calculation,Structural Analysis (Beam/Column Sizing),1.45
8496,P-2022-005,EMP-10,2022-08-14,Calculation,Load Calculations (Wind/Seismic),2.9
8497,P-2022-005,EMP-9,2022-09-25,Calculation,Load Calculations (Wind/Seismic),1.82
8498,P-2022-005,EMP-2,2022-12-03,Calculation,Permit Fee Calculation,3.98
8499,P-2022-005,EMP-3,2023-03-15,Calculation,Load Calculations (Wind/Seismic),1.19
8500,P-2022-005,EMP-9,2022-12-20,Calculation,Cost Estimation Review,5.65
8501,P-2022-005,EMP-1,2023-02-02,Calculation,Permit Fee Calculation,3.13
8502,P-2022-005,EMP-11,2023-02-07,Calculation,Cost Estimation Review,4.23
8503,P-2022-005,EMP-10,2022-12-27,Calculation,Permit Fee Calculation,2.57
8504,P-2022-005,EMP-1,2023-01-08,Calculation,Energy Modeling,2.55
8505,P-2022-005,EMP-1,2022-12-01,Calculation,Cost Estimation Review,1.68
8506,P-2022-005,EMP-8,2023-03-22,Calculation,Structural Analysis (Beam/Column Sizing),1.29
8507,P-2022-005,EMP-10,2023-02-06,Calculation,Energy Modeling,1.11
8508,P-2022-005,EMP-6,2022-12-29,Calculation,Energy Modeling,1.45
8509,P-2022-005,EMP-2,2022-10-20,Calculation,Cost Estimation Review,2.12
8510,P-2022-005,EMP-10,2022-12-09,Calculation,Permit Fee Calculation,2.39
8511,P-2022-005,EMP-1,2023-01-01,Calculation,Structural Analysis (Beam/Column Sizing),3.51
8512,P-2022-005,EMP-4,2023-03-13,Calculation,Cost Estimation Review,3.08
8513,P-2022-005,EMP-4,2023-01-13,Calculation,Structural Analysis (Beam/Column Sizing),1.78
8514,P-2022-005,EMP-3,2022-08-26,Calculation,Permit Fee Calculation,2.7
8515,P-2022-005,EMP-1,2022-11-27,Calculation,Structural Analysis (Beam/Column Sizing),1.47
8516,P-2022-005,EMP-4,2023-03-14,Calculation,Energy Modeling,2.07
8517,P-2022-005,EMP-9,2023-01-03,Calculation,Load Calculations (Wind/Seismic),1.14
8518,P-2022-005,EMP-8,2023-01-21,Calculation,Load Calculations (Wind/Seismic),1.1
8519,P-2022-005,EMP-6,2022-10-02,Calculation,Load Calculations (Wind/Seismic),1.26
8520,P-2022-005,EMP-9,2022-10-25,Calculation,Permit Fee Calculation,3.74
8521,P-2022-005,EMP-6,2023-01-16,Calculation,Cost Estimation Review,3.57
8522,P-2022-005,EMP-7,2022-08-27,Calculation,Structural Analysis (Beam/Column Sizing),2.69
8523,P-2022-005,EMP-2,2022-09-29,Calculation,Permit Fee Calculation,2.56
8524,P-2022-005,EMP-4,2022-12-09,Calculation,Energy Modeling,1.84
8525,P-2022-005,EMP-6,2022-10-30,Calculation,Energy Modeling,2.07
8526,P-2022-005,EMP-8,2022-10-02,Calculation,Cost Estimation Review,2.3
8527,P-2022-005,EMP-6,2023-04-02,Calculation,Load Calculations (Wind/Seismic),3.13
8528,P-2022-005,EMP-1,2022-10-05,Calculation,Load Calculations (Wind/Seismic),2.75
8529,P-2022-005,EMP-7,2023-01-11,Calculation,Energy Modeling,3.24
8530,P-2022-005,EMP-8,2022-11-15,Calculation,Structural Analysis (Beam/Column Sizing),3.79
8531,P-2022-005,EMP-8,2022-09-13,Calculation,Energy Modeling,2.32
8532,P-2022-005,EMP-10,2022-12-26,Calculation,Load Calculations (Wind/Seismic),0.71
8533,P-2022-005,EMP-2,2023-01-22,Calculation,Permit Fee Calculation,2.7
8534,P-2022-005,EMP-10,2022-10-01,Calculation,Permit Fee Calculation,4.83
8535,P-2022-005,EMP-7,2022-12-10,Calculation,Energy Modeling,3.57
8536,P-2022-005,EMP-4,2022-11-29,Calculation,Energy Modeling,2.48
8537,P-2022-005,EMP-7,2023-02-02,Calculation,Load Calculations (Wind/Seismic),2.56
8538,P-2022-005,EMP-7,2023-02-27,Calculation,Energy Modeling,3.15
8539,P-2022-005,EMP-2,2022-10-01,Calculation,Cost Estimation Review,2.02
8540,P-2022-005,EMP-4,2023-02-04,Calculation,Energy Modeling,2.61
8541,P-2022-005,EMP-3,2022-12-13,Calculation,Structural Analysis (Beam/Column Sizing),1.47
8542,P-2022-005,EMP-2,2022-11-11,Calculation,Permit Fee Calculation,5.64
8543,P-2022-005,EMP-2,2022-11-01,Calculation,Structural Analysis (Beam/Column Sizing),3.2
8544,P-2022-005,EMP-8,2023-01-22,Calculation,Cost Estimation Review,2.62
8545,P-2022-005,EMP-8,2022-11-11,Calculation,Load Calculations (Wind/Seismic),1.91
8546,P-2022-005,EMP-11,2023-01-19,Calculation,Cost Estimation Review,1.69
8547,P-2022-005,EMP-5,2023-03-21,Calculation,Permit Fee Calculation,2.17
8548,P-2022-005,EMP-4,2023-01-10,Calculation,Structural Analysis (Beam/Column Sizing),2.19
8549,P-2022-005,EMP-1,2023-02-12,Calculation,Energy Modeling,4.32
8550,P-2022-005,EMP-6,2022-10-23,Calculation,Structural Analysis (Beam/Column Sizing),0.78
8551,P-2022-005,EMP-8,2022-10-17,Calculation,Structural Analysis (Beam/Column Sizing),1.84
8552,P-2022-005,EMP-5,2022-12-03,Calculation,Structural Analysis (Beam/Column Sizing),1.59
8553,P-2022-005,EMP-5,2023-04-06,Calculation,Energy Modeling,2.29
8554,P-2022-005,EMP-3,2023-02-08,Calculation,Energy Modeling,1.18
8555,P-2022-005,EMP-11,2022-12-22,Calculation,Cost Estimation Review,0.5
8556,P-2022-005,EMP-1,2023-01-09,Calculation,Permit Fee Calculation,3.68
8557,P-2022-005,EMP-11,2023-03-04,Calculation,Cost Estimation Review,2.51
8558,P-2022-005,EMP-5,2022-10-12,Calculation,Cost Estimation Review,2.81
8559,P-2022-005,EMP-3,2022-12-04,Calculation,Energy Modeling,0.54
8560,P-2022-005,EMP-9,2022-08-23,Calculation,Permit Fee Calculation,3.41
8561,P-2022-005,EMP-3,2023-01-14,Calculation,Permit Fee Calculation,2.27
8562,P-2022-005,EMP-5,2022-10-13,Calculation,Energy Modeling,2.24
8563,P-2022-005,EMP-1,2022-10-21,Calculation,Cost Estimation Review,2.27
