log_id;project_id;employee_id;date_logged;task_category;hours_worked
453;P-2022-014;EMP-10;26/11/2022;Meeting;3.73
454;P-2022-014;EMP-1;22/11/2022;Calculation;3.89
455;P-2022-014;EMP-11;14/11/2022;Meeting;4.2
456;P-2022-014;EMP-5;25/11/2022;Design;3.53
457;P-2022-014;EMP-5;09/11/2022;Calculation;1.16
458;P-2022-014;EMP-6;07/11/2022;Drafting;3.53
459;P-2022-014;EMP-5;16/11/2022;Meeting;4.05
460;P-2022-014;EMP-9;21/11/2022;Design;7.68
461;P-2022-014;EMP-3;18/11/2022;Meeting;3.42
462;P-2022-014;EMP-5;22/11/2022;Drafting;5.89
463;P-2022-014;EMP-2;24/11/2022;Calculation;4.41
464;P-2022-014;EMP-5;18/11/2022;Meeting;5.95
465;P-2022-014;EMP-2;09/11/2022;Calculation;3.84
466;P-2022-014;EMP-2;24/11/2022;Meeting;5.72
467;P-2022-015;EMP-3;05/09/2022;Calculation;10.39
468;P-2022-015;EMP-10;04/10/2022;Drafting;7.07
469;P-2022-015;EMP-7;30/09/2022;Drafting;8.54
470;P-2022-015;EMP-7;12/10/2022;Meeting;7.95
471;P-2022-015;EMP-2;22/09/2022;Design;10.19
472;P-2022-015;EMP-1;29/08/2022;Design;8.95
473;P-2022-015;EMP-4;13/10/2022;Drafting;10.59
474;P-2022-015;EMP-7;05/10/2022;Site Visit;8.62
475;P-2022-015;EMP-8;26/08/2022;Calculation;10.01
476;P-2022-015;EMP-7;27/10/2022;Calculation;11.59
477;P-2022-015;EMP-2;27/09/2022;Meeting;11.36
478;P-2022-015;EMP-6;14/10/2022;Meeting;11.62
479;P-2022-015;EMP-6;01/11/2022;Site Visit;10.75
480;P-2022-015;EMP-4;17/09/2022;Design;9.94
481;P-2022-015;EMP-7;15/09/2022;Drafting;10.05
482;P-2022-015;EMP-8;11/09/2022;Site Visit;9.78
483;P-2022-015;EMP-6;11/10/2022;Calculation;9.65
484;P-2022-015;EMP-2;02/11/2022;Calculation;9.13
485;P-2022-015;EMP-9;23/09/2022;Calculation;9.2
486;P-2022-015;EMP-5;08/09/2022;Meeting;7.14
487;P-2022-015;EMP-4;20/09/2022;Design;11.38
488;P-2022-015;EMP-4;13/10/2022;Drafting;10.47
489;P-2022-015;EMP-2;30/08/2022;Drafting;6.16
490;P-2022-015;EMP-9;15/09/2022;Meeting;10.88
491;P-2022-015;EMP-6;02/11/2022;Drafting;10.54
492;P-2022-015;EMP-4;07/09/2022;Design;9.95
493;P-2022-015;EMP-8;02/09/2022;Drafting;9.79
494;P-2022-015;EMP-8;30/09/2022;Design;9.15
495;P-2022-016;EMP-6;14/03/2022;Meeting;4.68
496;P-2022-016;EMP-6;23/03/2022;Design;3.26
497;P-2022-016;EMP-10;01/03/2022;Site Visit;4.72
498;P-2022-016;EMP-6;06/03/2022;Calculation;2.44
499;P-2022-016;EMP-11;11/03/2022;Meeting;6.27
500;P-2022-016;EMP-3;02/03/2022;Site Visit;6.53
501;P-2022-016;EMP-8;06/03/2022;Calculation;7.61
502;P-2022-016;EMP-1;15/03/2022;Site Visit;5.67
503;P-2022-016;EMP-1;01/03/2022;Design;6.46
504;P-2022-016;EMP-6;22/03/2022;Design;5.35
505;P-2022-016;EMP-4;01/03/2022;Calculation;3.97
506;P-2022-016;EMP-1;17/03/2022;Drafting;2.69
507;P-2022-016;EMP-1;28/03/2022;Drafting;5.69
508;P-2022-016;EMP-10;20/03/2022;Site Visit;5.11
509;P-2022-016;EMP-10;12/03/2022;Drafting;3.56
510;P-2022-016;EMP-10;03/03/2022;Meeting;3.39
511;P-2022-016;EMP-7;18/03/2022;Calculation;4.68
512;P-2022-017;EMP-7;24/11/2022;Meeting;22.06
513;P-2022-017;EMP-9;01/03/2023;Calculation;20.58
514;P-2022-017;EMP-5;22/01/2023;Calculation;19.72
515;P-2022-017;EMP-4;04/02/2023;Drafting;20.74
516;P-2022-017;EMP-7;18/02/2023;Site Visit;20.37
517;P-2022-017;EMP-8;03/11/2022;Meeting;21.05
518;P-2022-017;EMP-8;03/04/2023;Drafting;18.45
519;P-2022-017;EMP-2;20/10/2022;Drafting;20.69
520;P-2022-017;EMP-4;27/12/2022;Design;21.26
521;P-2022-017;EMP-1;31/01/2023;Calculation;21.85
522;P-2022-017;EMP-1;29/04/2023;Drafting;20.46
523;P-2022-017;EMP-9;12/12/2022;Design;23.76
524;P-2022-017;EMP-7;15/03/2023;Site Visit;20.66
525;P-2022-017;EMP-5;28/01/2023;Drafting;22.93
526;P-2022-017;EMP-3;30/04/2023;Calculation;20.44
527;P-2022-017;EMP-3;26/04/2023;Drafting;21.02
528;P-2022-017;EMP-2;15/11/2022;Drafting;20.18
529;P-2022-017;EMP-9;16/02/2023;Meeting;19.24
530;P-2022-017;EMP-1;17/10/2022;Calculation;18.49
531;P-2022-017;EMP-3;31/10/2022;Meeting;22.56
532;P-2022-017;EMP-2;12/04/2023;Design;22.83
533;P-2022-017;EMP-7;20/10/2022;Design;22.99
534;P-2022-017;EMP-9;10/04/2023;Meeting;20.84
535;P-2022-017;EMP-6;10/12/2022;Meeting;22.91
536;P-2022-017;EMP-9;24/02/2023;Meeting;19.71
537;P-2022-017;EMP-7;16/12/2022;Meeting;21.64
538;P-2022-017;EMP-1;29/01/2023;Meeting;21.62
539;P-2022-017;EMP-6;01/01/2023;Meeting;21.9
540;P-2022-017;EMP-5;11/03/2023;Calculation;20.99
541;P-2022-017;EMP-3;21/04/2023;Meeting;19.22
542;P-2022-017;EMP-9;24/12/2022;Calculation;20.47
543;P-2022-017;EMP-9;29/01/2023;Calculation;17.86
544;P-2022-017;EMP-5;11/04/2023;Meeting;21.48
545;P-2022-017;EMP-5;02/12/2022;Meeting;18.94
546;P-2022-017;EMP-8;03/02/2023;Meeting;18.92
547;P-2022-017;EMP-6;15/01/2023;Design;22.41
548;P-2022-017;EMP-9;26/01/2023;Drafting;20.47
549;P-2022-017;EMP-8;29/11/2022;Calculation;22.29
550;P-2022-017;EMP-5;31/01/2023;Design;19.67
551;P-2022-017;EMP-3;29/01/2023;Design;21.27
552;P-2022-018;EMP-1;21/09/2022;Site Visit;11.9
553;P-2022-018;EMP-7;02/10/2022;Drafting;16.62
554;P-2022-018;EMP-1;20/09/2022;Site Visit;14.64
555;P-2022-018;EMP-1;30/09/2022;Drafting;17.18
556;P-2022-018;EMP-3;21/09/2022;Drafting;16.53
557;P-2022-019;EMP-11;02/12/2022;Site Visit;7.35
558;P-2022-019;EMP-1;29/11/2022;Drafting;6.59
559;P-2022-019;EMP-5;10/11/2022;Calculation;7.74
560;P-2022-019;EMP-10;18/12/2022;Meeting;9.2
561;P-2022-019;EMP-10;25/11/2022;Design;7.85
562;P-2022-019;EMP-6;11/11/2022;Site Visit;7.39
563;P-2022-019;EMP-3;11/11/2022;Calculation;9.66
564;P-2022-019;EMP-1;22/12/2022;Site Visit;10.98
565;P-2022-019;EMP-10;16/12/2022;Drafting;8.86
566;P-2022-019;EMP-9;11/11/2022;Meeting;9.86
567;P-2022-019;EMP-1;24/12/2022;Calculation;10.44
568;P-2022-019;EMP-5;22/11/2022;Design;6.27
569;P-2022-019;EMP-4;27/12/2022;Site Visit;10.09
570;P-2022-019;EMP-6;30/10/2022;Calculation;7.15
571;P-2022-019;EMP-10;27/11/2022;Meeting;9.33
572;P-2022-019;EMP-6;13/11/2022;Design;9.02
573;P-2022-019;EMP-1;27/12/2022;Site Visit;8.91
574;P-2022-019;EMP-10;30/10/2022;Meeting;8.7
575;P-2022-019;EMP-6;19/12/2022;Design;8.43
576;P-2022-019;EMP-7;21/11/2022;Site Visit;8.22
577;P-2022-019;EMP-5;11/12/2022;Calculation;4.6
578;P-2022-019;EMP-9;15/11/2022;Drafting;8.11
579;P-2022-019;EMP-1;12/11/2022;Site Visit;12.6
580;P-2022-019;EMP-8;10/12/2022;Site Visit;9.61
581;P-2022-019;EMP-10;28/11/2022;Design;9.99
582;P-2022-019;EMP-1;06/12/2022;Design;8.56
583;P-2022-019;EMP-3;12/12/2022;Drafting;5.16
584;P-2022-020;EMP-3;07/11/2022;Site Visit;1.65
585;P-2022-020;EMP-7;19/11/2022;Drafting;0.49
586;P-2022-020;EMP-9;20/11/2022;Drafting;3.86
587;P-2022-020;EMP-5;10/11/2022;Site Visit;3.11
588;P-2022-020;EMP-6;04/12/2022;Drafting;0.62
589;P-2022-020;EMP-3;23/11/2022;Meeting;0.5
590;P-2022-020;EMP-10;20/11/2022;Design;2.62
591;P-2022-020;EMP-6;07/11/2022;Site Visit;1.78
592;P-2022-020;EMP-11;22/11/2022;Meeting;4.75
593;P-2022-020;EMP-10;13/11/2022;Calculation;0.5
594;P-2022-020;EMP-1;23/11/2022;Site Visit;2.75
595;P-2022-020;EMP-3;29/11/2022;Calculation;0.5
596;P-2022-020;EMP-3;09/11/2022;Site Visit;2.7
597;P-2022-020;EMP-11;21/11/2022;Site Visit;0.5
598;P-2022-020;EMP-5;17/11/2022;Drafting;3.18
599;P-2022-020;EMP-10;09/11/2022;Drafting;0.76
600;P-2022-020;EMP-3;26/11/2022;Meeting;0.9
601;P-2022-020;EMP-7;29/11/2022;Design;0.78
602;P-2022-020;EMP-11;20/11/2022;Calculation;2.28
603;P-2022-020;EMP-10;19/11/2022;Site Visit;1.71
604;P-2022-020;EMP-8;08/11/2022;Calculation;4.08
605;P-2022-020;EMP-2;01/12/2022;Site Visit;2.44
606;P-2022-020;EMP-6;22/11/2022;Calculation;1.67
607;P-2022-020;EMP-2;13/11/2022;Site Visit;3.53
608;P-2022-020;EMP-6;21/11/2022;Design;1.5
609;P-2022-020;EMP-4;25/11/2022;Site Visit;0.5
610;P-2022-021;EMP-7;25/10/2022;Design;13.11
611;P-2022-021;EMP-5;08/08/2022;Design;13.27
612;P-2022-021;EMP-1;22/12/2022;Design;13.11
613;P-2022-021;EMP-1;30/10/2022;Site Visit;13.1
614;P-2022-021;EMP-7;27/08/2022;Calculation;14.66
615;P-2022-021;EMP-4;21/09/2022;Site Visit;11.08
616;P-2022-021;EMP-10;31/10/2022;Design;13.46
617;P-2022-021;EMP-2;23/08/2022;Calculation;11.26
618;P-2022-021;EMP-3;31/07/2022;Calculation;13.67
619;P-2022-021;EMP-9;25/11/2022;Calculation;14.03
620;P-2022-021;EMP-7;21/10/2022;Drafting;13.93
621;P-2022-021;EMP-11;13/11/2022;Drafting;11.51
622;P-2022-021;EMP-8;30/10/2022;Calculation;15.37
623;P-2022-021;EMP-9;12/11/2022;Meeting;14.06
624;P-2022-021;EMP-6;16/09/2022;Drafting;12.16
625;P-2022-021;EMP-9;28/10/2022;Drafting;10.97
626;P-2022-021;EMP-8;26/07/2022;Site Visit;14.92
627;P-2022-021;EMP-9;19/09/2022;Site Visit;13.89
628;P-2022-021;EMP-6;18/11/2022;Design;12.61
629;P-2022-021;EMP-6;21/12/2022;Meeting;11.25
630;P-2022-021;EMP-9;18/09/2022;Calculation;12.2
631;P-2022-021;EMP-7;14/10/2022;Meeting;10.94
632;P-2022-021;EMP-2;22/10/2022;Drafting;13.44
633;P-2022-021;EMP-11;23/12/2022;Calculation;13.92
634;P-2022-021;EMP-11;18/09/2022;Meeting;11.15
635;P-2022-021;EMP-6;12/11/2022;Meeting;10.68
636;P-2022-021;EMP-5;11/08/2022;Meeting;11.88
637;P-2022-021;EMP-2;28/12/2022;Design;13.28
638;P-2022-021;EMP-10;15/10/2022;Design;13.54
639;P-2022-021;EMP-6;28/12/2022;Calculation;11.78
640;P-2022-021;EMP-8;22/11/2022;Drafting;11.33
641;P-2022-021;EMP-3;25/12/2022;Site Visit;13.9
642;P-2022-021;EMP-10;26/12/2022;Drafting;13.02
643;P-2022-021;EMP-8;15/10/2022;Site Visit;13.42
644;P-2022-021;EMP-10;22/08/2022;Site Visit;11.35
645;P-2022-021;EMP-3;04/08/2022;Calculation;9.93
646;P-2022-021;EMP-1;15/08/2022;Design;13.47
647;P-2022-021;EMP-6;31/07/2022;Meeting;12.26
648;P-2022-021;EMP-2;16/09/2022;Drafting;12.13
649;P-2022-021;EMP-7;07/11/2022;Calculation;13.17
650;P-2022-021;EMP-3;06/09/2022;Meeting;14.47
651;P-2022-021;EMP-10;14/10/2022;Site Visit;13.26
652;P-2022-021;EMP-11;29/07/2022;Calculation;11.56
653;P-2022-021;EMP-9;07/09/2022;Design;13.12
654;P-2022-021;EMP-1;22/10/2022;Calculation;10.5
655;P-2022-021;EMP-6;01/09/2022;Design;12.27
656;P-2022-021;EMP-4;02/10/2022;Site Visit;12.69
657;P-2022-021;EMP-11;02/09/2022;Drafting;11.92
658;P-2022-021;EMP-10;07/09/2022;Site Visit;15.17
659;P-2022-021;EMP-4;21/12/2022;Design;10.2
660;P-2022-021;EMP-9;19/12/2022;Design;10.1
661;P-2022-021;EMP-10;09/08/2022;Drafting;15.15
662;P-2022-021;EMP-6;25/08/2022;Drafting;14.46
663;P-2022-022;EMP-3;30/09/2022;Meeting;4.16
664;P-2022-022;EMP-8;09/10/2022;Meeting;4.05
665;P-2022-022;EMP-9;09/10/2022;Site Visit;2.07
666;P-2022-022;EMP-1;06/10/2022;Drafting;2.57
667;P-2022-022;EMP-10;01/10/2022;Meeting;5.28
668;P-2022-022;EMP-3;02/10/2022;Design;2.16
669;P-2022-022;EMP-10;04/10/2022;Meeting;3.31
670;P-2022-022;EMP-9;28/09/2022;Calculation;5.05
671;P-2022-022;EMP-3;25/09/2022;Drafting;4.27
672;P-2022-022;EMP-10;15/10/2022;Site Visit;4.03
673;P-2022-022;EMP-10;20/09/2022;Site Visit;5.17
674;P-2022-022;EMP-4;01/10/2022;Site Visit;4.38
675;P-2022-022;EMP-7;02/10/2022;Drafting;4.0
676;P-2022-022;EMP-6;17/10/2022;Site Visit;5.86
677;P-2022-022;EMP-6;21/10/2022;Calculation;2.86
678;P-2022-022;EMP-4;19/10/2022;Design;3.39
679;P-2022-022;EMP-9;16/10/2022;Meeting;1.86
680;P-2022-022;EMP-3;19/10/2022;Design;3.25
681;P-2022-023;EMP-5;05/12/2022;Meeting;4.32
682;P-2022-023;EMP-9;16/01/2023;Meeting;7.14
683;P-2022-023;EMP-8;29/12/2022;Calculation;5.95
684;P-2022-023;EMP-6;27/11/2022;Design;4.94
685;P-2022-023;EMP-5;14/12/2022;Site Visit;5.67
686;P-2022-023;EMP-7;22/02/2023;Meeting;7.67
687;P-2022-023;EMP-10;18/02/2023;Meeting;5.07
688;P-2022-023;EMP-8;30/01/2023;Calculation;9.72
689;P-2022-023;EMP-4;11/01/2023;Design;7.63
690;P-2022-023;EMP-5;20/02/2023;Meeting;5.14
691;P-2022-023;EMP-5;04/12/2022;Design;5.48
692;P-2022-023;EMP-1;18/12/2022;Drafting;5.21
693;P-2022-023;EMP-9;24/01/2023;Design;6.75
694;P-2022-023;EMP-11;11/02/2023;Design;4.97
695;P-2022-023;EMP-7;13/02/2023;Design;7.96
696;P-2022-023;EMP-11;28/12/2022;Design;5.77
697;P-2022-023;EMP-5;25/11/2022;Meeting;6.66
698;P-2022-023;EMP-4;09/12/2022;Drafting;5.32
699;P-2022-023;EMP-9;03/02/2023;Meeting;6.19
700;P-2022-023;EMP-6;28/12/2022;Site Visit;6.75
701;P-2022-023;EMP-4;08/01/2023;Calculation;7.64
702;P-2022-023;EMP-1;23/12/2022;Drafting;4.54
703;P-2022-023;EMP-11;02/01/2023;Calculation;7.38
704;P-2022-023;EMP-2;26/11/2022;Meeting;7.39
705;P-2022-023;EMP-6;03/02/2023;Calculation;7.41
706;P-2022-023;EMP-7;14/12/2022;Meeting;7.91
707;P-2022-023;EMP-5;24/12/2022;Site Visit;6.96
708;P-2022-023;EMP-11;12/01/2023;Calculation;7.25
709;P-2022-023;EMP-2;04/01/2023;Design;7.81
710;P-2022-023;EMP-1;08/01/2023;Calculation;6.76
711;P-2022-023;EMP-6;24/01/2023;Calculation;5.99
712;P-2022-023;EMP-11;29/01/2023;Meeting;6.15
713;P-2022-023;EMP-3;03/12/2022;Calculation;5.91
714;P-2022-023;EMP-4;30/11/2022;Drafting;5.53
715;P-2022-023;EMP-6;11/02/2023;Site Visit;7.95
716;P-2022-023;EMP-1;25/12/2022;Meeting;6.52
717;P-2022-023;EMP-7;24/01/2023;Meeting;5.72
718;P-2022-023;EMP-6;02/01/2023;Design;6.15
719;P-2022-023;EMP-6;01/02/2023;Meeting;4.45
720;P-2022-023;EMP-5;31/01/2023;Drafting;6.34
721;P-2022-023;EMP-2;16/02/2023;Design;4.11
722;P-2022-023;EMP-3;02/01/2023;Design;5.69
723;P-2022-023;EMP-8;09/12/2022;Drafting;5.66
724;P-2022-023;EMP-4;07/01/2023;Meeting;6.18
725;P-2022-023;EMP-6;22/01/2023;Calculation;7.0
726;P-2022-023;EMP-1;20/12/2022;Site Visit;7.87
727;P-2022-023;EMP-9;11/02/2023;Calculation;6.3
728;P-2022-023;EMP-10;11/01/2023;Design;5.84
729;P-2022-023;EMP-2;20/12/2022;Calculation;6.71
730;P-2022-023;EMP-1;01/12/2022;Meeting;6.48
731;P-2022-023;EMP-8;25/11/2022;Calculation;5.34
732;P-2022-023;EMP-7;22/02/2023;Meeting;5.97
733;P-2022-023;EMP-11;17/12/2022;Drafting;5.83
734;P-2022-023;EMP-10;24/01/2023;Design;6.41
735;P-2022-024;EMP-9;14/10/2022;Calculation;68.27
736;P-2022-024;EMP-11;21/11/2022;Drafting;64.77
737;P-2022-024;EMP-4;09/08/2022;Drafting;63.39
738;P-2022-024;EMP-10;29/10/2022;Drafting;64.21
739;P-2022-024;EMP-9;10/09/2022;Meeting;64.97
740;P-2022-024;EMP-10;24/12/2022;Calculation;65.08
741;P-2022-024;EMP-11;02/11/2022;Design;67.18
742;P-2022-024;EMP-6;15/11/2022;Drafting;66.2
743;P-2022-024;EMP-3;17/09/2022;Design;63.2
744;P-2022-024;EMP-9;06/10/2022;Calculation;67.2
745;P-2022-024;EMP-10;24/10/2022;Drafting;63.13
746;P-2022-025;EMP-11;27/06/2022;Calculation;3.75
747;P-2022-025;EMP-5;18/06/2022;Calculation;2.34
748;P-2022-025;EMP-9;02/07/2022;Design;1.86
749;P-2022-025;EMP-10;17/06/2022;Drafting;3.69
750;P-2022-025;EMP-8;01/07/2022;Site Visit;3.42
751;P-2022-025;EMP-3;01/07/2022;Calculation;4.72
752;P-2022-025;EMP-4;19/06/2022;Calculation;5.93
753;P-2022-025;EMP-5;01/06/2022;Site Visit;5.12
754;P-2022-025;EMP-7;05/06/2022;Design;7.27
755;P-2022-025;EMP-10;30/06/2022;Design;1.89
756;P-2022-025;EMP-5;26/06/2022;Drafting;3.32
757;P-2022-025;EMP-3;30/06/2022;Calculation;5.46
758;P-2022-025;EMP-11;06/07/2022;Drafting;5.16
759;P-2022-025;EMP-6;02/06/2022;Calculation;4.78
760;P-2022-025;EMP-5;17/06/2022;Calculation;5.32
761;P-2022-025;EMP-9;18/06/2022;Meeting;3.41
762;P-2022-025;EMP-3;11/06/2022;Drafting;5.06
763;P-2022-025;EMP-2;03/06/2022;Site Visit;4.12
764;P-2022-025;EMP-8;05/07/2022;Calculation;4.96
765;P-2022-025;EMP-3;12/06/2022;Site Visit;6.29
766;P-2022-025;EMP-8;19/06/2022;Site Visit;4.39
767;P-2022-025;EMP-6;27/06/2022;Site Visit;6.36
768;P-2022-025;EMP-9;02/06/2022;Drafting;2.34
769;P-2022-025;EMP-8;02/07/2022;Calculation;3.1
770;P-2022-025;EMP-1;14/06/2022;Drafting;5.9
771;P-2022-025;EMP-8;13/06/2022;Meeting;2.37
772;P-2022-025;EMP-3;16/06/2022;Site Visit;3.77
773;P-2022-025;EMP-9;27/06/2022;Site Visit;3.94
774;P-2022-025;EMP-4;25/06/2022;Meeting;3.87
775;P-2022-025;EMP-4;02/07/2022;Calculation;5.31
776;P-2022-026;EMP-3;06/02/2022;Drafting;4.35
777;P-2022-026;EMP-10;29/01/2022;Site Visit;1.31
778;P-2022-026;EMP-10;05/03/2022;Calculation;4.46
779;P-2022-026;EMP-2;06/03/2022;Meeting;2.16
780;P-2022-026;EMP-11;01/02/2022;Site Visit;2.07
781;P-2022-026;EMP-1;03/03/2022;Calculation;1.98
782;P-2022-026;EMP-9;27/01/2022;Site Visit;0.81
783;P-2022-026;EMP-4;27/02/2022;Drafting;0.66
784;P-2022-026;EMP-10;27/01/2022;Meeting;0.61
785;P-2022-026;EMP-3;08/03/2022;Drafting;5.13
786;P-2022-026;EMP-8;24/02/2022;Meeting;2.63
787;P-2022-026;EMP-5;21/02/2022;Design;3.76
788;P-2022-026;EMP-6;24/02/2022;Calculation;1.86
789;P-2022-026;EMP-9;28/02/2022;Calculation;2.11
790;P-2022-026;EMP-6;05/03/2022;Site Visit;2.07
791;P-2022-026;EMP-4;05/02/2022;Drafting;3.51
792;P-2022-026;EMP-6;23/02/2022;Site Visit;3.91
793;P-2022-026;EMP-1;22/02/2022;Drafting;0.46
794;P-2022-026;EMP-9;16/02/2022;Calculation;0.5
795;P-2022-026;EMP-4;08/03/2022;Calculation;1.93
796;P-2022-026;EMP-2;28/01/2022;Site Visit;1.16
797;P-2022-026;EMP-1;28/01/2022;Meeting;3.16
798;P-2022-026;EMP-7;03/03/2022;Meeting;1.93
799;P-2022-026;EMP-9;06/02/2022;Design;0.5
800;P-2022-026;EMP-4;28/02/2022;Site Visit;2.45
801;P-2022-026;EMP-3;08/03/2022;Calculation;2.69
802;P-2022-026;EMP-4;10/03/2022;Design;3.37
803;P-2022-026;EMP-11;06/02/2022;Site Visit;3.19
804;P-2022-026;EMP-2;07/02/2022;Drafting;3.28
805;P-2022-026;EMP-4;02/03/2022;Design;0.72
806;P-2022-026;EMP-2;14/02/2022;Meeting;4.04
807;P-2022-026;EMP-1;04/03/2022;Meeting;2.15
808;P-2022-026;EMP-4;03/03/2022;Meeting;0.5
809;P-2022-026;EMP-5;28/02/2022;Meeting;5.14
810;P-2022-026;EMP-1;05/02/2022;Calculation;5.14
811;P-2022-026;EMP-7;05/03/2022;Site Visit;2.84
812;P-2022-026;EMP-6;02/02/2022;Calculation;2.23
813;P-2022-026;EMP-2;02/03/2022;Drafting;2.61
814;P-2022-026;EMP-5;11/03/2022;Site Visit;5.86
815;P-2022-026;EMP-7;03/02/2022;Calculation;2.04
816;P-2022-026;EMP-7;27/01/2022;Calculation;3.31
817;P-2022-026;EMP-10;01/03/2022;Meeting;3.37
818;P-2022-026;EMP-7;01/03/2022;Meeting;4.19
819;P-2022-026;EMP-3;09/03/2022;Drafting;0.45
820;P-2022-026;EMP-10;11/03/2022;Site Visit;3.38
821;P-2022-026;EMP-1;27/02/2022;Drafting;1.92
822;P-2022-027;EMP-3;02/08/2022;Drafting;4.59
823;P-2022-027;EMP-9;15/08/2022;Meeting;0.51
824;P-2022-027;EMP-9;12/08/2022;Drafting;2.61
825;P-2022-027;EMP-3;29/07/2022;Design;2.9
826;P-2022-027;EMP-2;14/08/2022;Calculation;0.58
827;P-2022-027;EMP-9;10/08/2022;Site Visit;0.86
828;P-2022-027;EMP-10;05/08/2022;Meeting;2.03
829;P-2022-027;EMP-7;06/08/2022;Calculation;1.55
830;P-2022-027;EMP-9;16/08/2022;Meeting;3.1
831;P-2022-027;EMP-3;01/08/2022;Meeting;2.52
832;P-2022-027;EMP-6;12/08/2022;Drafting;0.5
833;P-2022-027;EMP-11;24/07/2022;Design;3.21
834;P-2022-027;EMP-2;30/07/2022;Calculation;4.84
835;P-2022-027;EMP-1;04/08/2022;Drafting;3.68
836;P-2022-027;EMP-10;25/07/2022;Meeting;0.56
837;P-2022-027;EMP-4;01/08/2022;Drafting;2.38
838;P-2022-027;EMP-1;30/07/2022;Site Visit;3.2
839;P-2022-027;EMP-6;12/08/2022;Design;2.34
840;P-2022-027;EMP-4;09/08/2022;Design;0.5
841;P-2022-027;EMP-3;14/08/2022;Calculation;3.28
842;P-2022-027;EMP-5;11/08/2022;Calculation;2.04
843;P-2022-027;EMP-7;27/07/2022;Meeting;1.3
844;P-2022-027;EMP-1;11/08/2022;Calculation;2.49
845;P-2022-027;EMP-4;14/08/2022;Design;3.12
846;P-2022-027;EMP-7;02/08/2022;Meeting;0.84
847;P-2022-027;EMP-4;30/07/2022;Design;1.98
848;P-2022-027;EMP-8;04/08/2022;Calculation;3.09
849;P-2022-027;EMP-10;16/08/2022;Design;0.5
850;P-2022-028;EMP-1;22/02/2022;Calculation;5.24
851;P-2022-028;EMP-1;20/02/2022;Meeting;4.16
852;P-2022-028;EMP-9;07/03/2022;Meeting;4.9
853;P-2022-028;EMP-3;02/03/2022;Calculation;2.78
854;P-2022-028;EMP-8;21/02/2022;Design;3.71
855;P-2022-028;EMP-10;25/02/2022;Calculation;4.03
856;P-2022-028;EMP-10;03/03/2022;Calculation;0.28
857;P-2022-028;EMP-2;13/02/2022;Site Visit;2.56
858;P-2022-028;EMP-10;02/03/2022;Calculation;2.55
859;P-2022-028;EMP-9;14/02/2022;Calculation;3.87
860;P-2022-028;EMP-9;24/02/2022;Design;3.21
861;P-2022-028;EMP-10;23/02/2022;Calculation;4.67
862;P-2022-028;EMP-10;02/03/2022;Design;1.7
863;P-2022-028;EMP-6;02/03/2022;Site Visit;4.26
864;P-2022-028;EMP-6;25/02/2022;Drafting;0.5
865;P-2022-028;EMP-3;13/02/2022;Site Visit;4.81
866;P-2022-029;EMP-3;27/04/2022;Calculation;3.66
867;P-2022-029;EMP-6;19/05/2022;Site Visit;0.36
868;P-2022-029;EMP-1;26/05/2022;Meeting;4.43
869;P-2022-029;EMP-8;03/05/2022;Calculation;3.03
870;P-2022-029;EMP-4;27/05/2022;Site Visit;2.65
871;P-2022-029;EMP-11;01/05/2022;Calculation;2.24
872;P-2022-029;EMP-8;28/04/2022;Site Visit;1.75
873;P-2022-029;EMP-11;23/05/2022;Calculation;4.21
874;P-2022-029;EMP-4;05/05/2022;Design;1.95
875;P-2022-029;EMP-2;20/05/2022;Site Visit;2.03
876;P-2022-029;EMP-5;03/05/2022;Calculation;0.5
877;P-2022-029;EMP-9;03/05/2022;Drafting;3.42
878;P-2022-029;EMP-6;15/05/2022;Site Visit;0.27
879;P-2022-029;EMP-9;02/05/2022;Site Visit;3.9
880;P-2022-029;EMP-3;30/04/2022;Design;2.22
881;P-2022-029;EMP-10;16/05/2022;Site Visit;1.33
882;P-2022-029;EMP-1;25/05/2022;Meeting;2.12
883;P-2022-029;EMP-6;18/05/2022;Calculation;2.07
884;P-2022-029;EMP-5;23/05/2022;Calculation;3.46
885;P-2022-029;EMP-11;01/05/2022;Site Visit;3.35
886;P-2022-029;EMP-10;12/05/2022;Design;1.25
887;P-2022-029;EMP-5;03/05/2022;Drafting;1.62
888;P-2022-029;EMP-10;13/05/2022;Site Visit;3.03
889;P-2022-029;EMP-2;12/05/2022;Site Visit;0.43
890;P-2022-029;EMP-7;30/04/2022;Meeting;3.43
891;P-2022-029;EMP-8;23/05/2022;Site Visit;4.35
892;P-2022-029;EMP-11;13/05/2022;Meeting;3.7
893;P-2022-029;EMP-4;14/05/2022;Design;1.05
894;P-2022-029;EMP-5;22/05/2022;Meeting;2.52
895;P-2022-030;EMP-9;06/08/2022;Meeting;8.1
896;P-2022-030;EMP-6;19/08/2022;Calculation;5.36
897;P-2022-030;EMP-3;09/08/2022;Meeting;5.26
898;P-2022-030;EMP-9;04/09/2022;Site Visit;7.09
899;P-2022-030;EMP-9;29/07/2022;Drafting;7.7
900;P-2022-030;EMP-3;01/09/2022;Site Visit;7.19
901;P-2022-030;EMP-8;05/08/2022;Design;2.29
902;P-2022-030;EMP-6;02/09/2022;Design;5.62
903;P-2022-030;EMP-10;03/08/2022;Calculation;9.58
904;P-2022-030;EMP-6;09/08/2022;Site Visit;7.36
905;P-2022-030;EMP-3;04/09/2022;Meeting;8.87
