log_id;project_id;employee_id;date_logged;task_category;hours_worked;project_type;material_type;surface_area_m2;num_levels;start_date;end_date;is_winter;floor_area_ratio
650;P-2022-021;EMP-3;06/09/2022;Meeting;14.47;Institutional;Steel;3000;8;24/07/2022;01/01/2023;0;375
651;P-2022-021;EMP-10;14/10/2022;Site Visit;13.26;Institutional;Steel;3000;8;24/07/2022;01/01/2023;0;375
652;P-2022-021;EMP-11;29/07/2022;Calculation;11.56;Institutional;Steel;3000;8;24/07/2022;01/01/2023;0;375
653;P-2022-021;EMP-9;07/09/2022;Design;13.12;Institutional;Steel;3000;8;24/07/2022;01/01/2023;0;375
654;P-2022-021;EMP-1;22/10/2022;Calculation;10.5;Institutional;Steel;3000;8;24/07/2022;01/01/2023;0;375
655;P-2022-021;EMP-6;01/09/2022;Design;12.27;Institutional;Steel;3000;8;24/07/2022;01/01/2023;0;375
656;P-2022-021;EMP-4;02/10/2022;Site Visit;12.69;Institutional;Steel;3000;8;24/07/2022;01/01/2023;0;375
657;P-2022-021;EMP-11;02/09/2022;Drafting;11.92;Institutional;Steel;3000;8;24/07/2022;01/01/2023;0;375
658;P-2022-021;EMP-10;07/09/2022;Site Visit;15.17;Institutional;Steel;3000;8;24/07/2022;01/01/2023;0;375
659;P-2022-021;EMP-4;21/12/2022;Design;10.2;Institutional;Steel;3000;8;24/07/2022;01/01/2023;1;375
660;P-2022-021;EMP-9;19/12/2022;Design;10.1;Institutional;Steel;3000;8;24/07/2022;01/01/2023;1;375
661;P-2022-021;EMP-10;09/08/2022;Drafting;15.15;Institutional;Steel;3000;8;24/07/2022;01/01/2023;0;375
662;P-2022-021;EMP-6;25/08/2022;Drafting;14.46;Institutional;Steel;3000;8;24/07/2022;01/01/2023;0;375
663;P-2022-022;EMP-3;30/09/2022;Meeting;4.16;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
664;P-2022-022;EMP-8;09/10/2022;Meeting;4.05;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
665;P-2022-022;EMP-9;09/10/2022;Site Visit;2.07;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
666;P-2022-022;EMP-1;06/10/2022;Drafting;2.57;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
667;P-2022-022;EMP-10;01/10/2022;Meeting;5.28;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
668;P-2022-022;EMP-3;02/10/2022;Design;2.16;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
669;P-2022-022;EMP-10;04/10/2022;Meeting;3.31;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
670;P-2022-022;EMP-9;28/09/2022;Calculation;5.05;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
671;P-2022-022;EMP-3;25/09/2022;Drafting;4.27;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
672;P-2022-022;EMP-10;15/10/2022;Site Visit;4.03;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
673;P-2022-022;EMP-10;20/09/2022;Site Visit;5.17;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
674;P-2022-022;EMP-4;01/10/2022;Site Visit;4.38;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
675;P-2022-022;EMP-7;02/10/2022;Drafting;4;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
676;P-2022-022;EMP-6;17/10/2022;Site Visit;5.86;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
677;P-2022-022;EMP-6;21/10/2022;Calculation;2.86;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
678;P-2022-022;EMP-4;19/10/2022;Design;3.39;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
679;P-2022-022;EMP-9;16/10/2022;Meeting;1.86;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
680;P-2022-022;EMP-3;19/10/2022;Design;3.25;Residential;Steel;388;2;18/09/2022;23/10/2022;0;194
681;P-2022-023;EMP-5;05/12/2022;Meeting;4.32;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
682;P-2022-023;EMP-9;16/01/2023;Meeting;7.14;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
683;P-2022-023;EMP-8;29/12/2022;Calculation;5.95;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
684;P-2022-023;EMP-6;27/11/2022;Design;4.94;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;0;7.683.333.333
685;P-2022-023;EMP-5;14/12/2022;Site Visit;5.67;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
686;P-2022-023;EMP-7;22/02/2023;Meeting;7.67;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
687;P-2022-023;EMP-10;18/02/2023;Meeting;5.07;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
688;P-2022-023;EMP-8;30/01/2023;Calculation;9.72;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
689;P-2022-023;EMP-4;11/01/2023;Design;7.63;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
690;P-2022-023;EMP-5;20/02/2023;Meeting;5.14;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
691;P-2022-023;EMP-5;04/12/2022;Design;5.48;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
692;P-2022-023;EMP-1;18/12/2022;Drafting;5.21;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
693;P-2022-023;EMP-9;24/01/2023;Design;6.75;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
694;P-2022-023;EMP-11;11/02/2023;Design;4.97;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
695;P-2022-023;EMP-7;13/02/2023;Design;7.96;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
696;P-2022-023;EMP-11;28/12/2022;Design;5.77;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
697;P-2022-023;EMP-5;25/11/2022;Meeting;6.66;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;0;7.683.333.333
698;P-2022-023;EMP-4;09/12/2022;Drafting;5.32;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
699;P-2022-023;EMP-9;03/02/2023;Meeting;6.19;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
700;P-2022-023;EMP-6;28/12/2022;Site Visit;6.75;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
701;P-2022-023;EMP-4;08/01/2023;Calculation;7.64;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
702;P-2022-023;EMP-1;23/12/2022;Drafting;4.54;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
703;P-2022-023;EMP-11;02/01/2023;Calculation;7.38;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
704;P-2022-023;EMP-2;26/11/2022;Meeting;7.39;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;0;7.683.333.333
705;P-2022-023;EMP-6;03/02/2023;Calculation;7.41;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
706;P-2022-023;EMP-7;14/12/2022;Meeting;7.91;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
707;P-2022-023;EMP-5;24/12/2022;Site Visit;6.96;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
708;P-2022-023;EMP-11;12/01/2023;Calculation;7.25;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
709;P-2022-023;EMP-2;04/01/2023;Design;7.81;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
710;P-2022-023;EMP-1;08/01/2023;Calculation;6.76;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
711;P-2022-023;EMP-6;24/01/2023;Calculation;5.99;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
712;P-2022-023;EMP-11;29/01/2023;Meeting;6.15;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
713;P-2022-023;EMP-3;03/12/2022;Calculation;5.91;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
714;P-2022-023;EMP-4;30/11/2022;Drafting;5.53;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;0;7.683.333.333
715;P-2022-023;EMP-6;11/02/2023;Site Visit;7.95;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
716;P-2022-023;EMP-1;25/12/2022;Meeting;6.52;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
717;P-2022-023;EMP-7;24/01/2023;Meeting;5.72;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
718;P-2022-023;EMP-6;02/01/2023;Design;6.15;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
719;P-2022-023;EMP-6;01/02/2023;Meeting;4.45;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
720;P-2022-023;EMP-5;31/01/2023;Drafting;6.34;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
721;P-2022-023;EMP-2;16/02/2023;Design;4.11;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
722;P-2022-023;EMP-3;02/01/2023;Design;5.69;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
723;P-2022-023;EMP-8;09/12/2022;Drafting;5.66;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
724;P-2022-023;EMP-4;07/01/2023;Meeting;6.18;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
725;P-2022-023;EMP-6;22/01/2023;Calculation;7;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
726;P-2022-023;EMP-1;20/12/2022;Site Visit;7.87;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
727;P-2022-023;EMP-9;11/02/2023;Calculation;6.3;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
728;P-2022-023;EMP-10;11/01/2023;Design;5.84;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
729;P-2022-023;EMP-2;20/12/2022;Calculation;6.71;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
730;P-2022-023;EMP-1;01/12/2022;Meeting;6.48;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
731;P-2022-023;EMP-8;25/11/2022;Calculation;5.34;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;0;7.683.333.333
732;P-2022-023;EMP-7;22/02/2023;Meeting;5.97;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
733;P-2022-023;EMP-11;17/12/2022;Drafting;5.83;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
734;P-2022-023;EMP-10;24/01/2023;Design;6.41;Institutional;Mixed;2305;3;25/11/2022;23/02/2023;1;7.683.333.333
735;P-2022-024;EMP-9;14/10/2022;Calculation;68.27;Industrial;Steel;3244;8;12/07/2022;11/01/2023;0;405.5
736;P-2022-024;EMP-11;21/11/2022;Drafting;64.77;Industrial;Steel;3244;8;12/07/2022;11/01/2023;0;405.5
737;P-2022-024;EMP-4;09/08/2022;Drafting;63.39;Industrial;Steel;3244;8;12/07/2022;11/01/2023;0;405.5
738;P-2022-024;EMP-10;29/10/2022;Drafting;64.21;Industrial;Steel;3244;8;12/07/2022;11/01/2023;0;405.5
739;P-2022-024;EMP-9;10/09/2022;Meeting;64.97;Industrial;Steel;3244;8;12/07/2022;11/01/2023;0;405.5
740;P-2022-024;EMP-10;24/12/2022;Calculation;65.08;Industrial;Steel;3244;8;12/07/2022;11/01/2023;1;405.5
741;P-2022-024;EMP-11;02/11/2022;Design;67.18;Industrial;Steel;3244;8;12/07/2022;11/01/2023;0;405.5
742;P-2022-024;EMP-6;15/11/2022;Drafting;66.2;Industrial;Steel;3244;8;12/07/2022;11/01/2023;0;405.5
743;P-2022-024;EMP-3;17/09/2022;Design;63.2;Industrial;Steel;3244;8;12/07/2022;11/01/2023;0;405.5
744;P-2022-024;EMP-9;06/10/2022;Calculation;67.2;Industrial;Steel;3244;8;12/07/2022;11/01/2023;0;405.5
745;P-2022-024;EMP-10;24/10/2022;Drafting;63.13;Industrial;Steel;3244;8;12/07/2022;11/01/2023;0;405.5
746;P-2022-025;EMP-11;27/06/2022;Calculation;3.75;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
747;P-2022-025;EMP-5;18/06/2022;Calculation;2.34;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
748;P-2022-025;EMP-9;02/07/2022;Design;1.86;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
749;P-2022-025;EMP-10;17/06/2022;Drafting;3.69;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
750;P-2022-025;EMP-8;01/07/2022;Site Visit;3.42;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
751;P-2022-025;EMP-3;01/07/2022;Calculation;4.72;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
752;P-2022-025;EMP-4;19/06/2022;Calculation;5.93;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
753;P-2022-025;EMP-5;01/06/2022;Site Visit;5.12;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
754;P-2022-025;EMP-7;05/06/2022;Design;7.27;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
755;P-2022-025;EMP-10;30/06/2022;Design;1.89;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
756;P-2022-025;EMP-5;26/06/2022;Drafting;3.32;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
757;P-2022-025;EMP-3;30/06/2022;Calculation;5.46;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
758;P-2022-025;EMP-11;06/07/2022;Drafting;5.16;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
759;P-2022-025;EMP-6;02/06/2022;Calculation;4.78;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
760;P-2022-025;EMP-5;17/06/2022;Calculation;5.32;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
761;P-2022-025;EMP-9;18/06/2022;Meeting;3.41;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
762;P-2022-025;EMP-3;11/06/2022;Drafting;5.06;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
763;P-2022-025;EMP-2;03/06/2022;Site Visit;4.12;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
764;P-2022-025;EMP-8;05/07/2022;Calculation;4.96;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
765;P-2022-025;EMP-3;12/06/2022;Site Visit;6.29;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
766;P-2022-025;EMP-8;19/06/2022;Site Visit;4.39;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
767;P-2022-025;EMP-6;27/06/2022;Site Visit;6.36;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
768;P-2022-025;EMP-9;02/06/2022;Drafting;2.34;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
769;P-2022-025;EMP-8;02/07/2022;Calculation;3.1;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
770;P-2022-025;EMP-1;14/06/2022;Drafting;5.9;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
771;P-2022-025;EMP-8;13/06/2022;Meeting;2.37;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
772;P-2022-025;EMP-3;16/06/2022;Site Visit;3.77;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
773;P-2022-025;EMP-9;27/06/2022;Site Visit;3.94;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
774;P-2022-025;EMP-4;25/06/2022;Meeting;3.87;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
775;P-2022-025;EMP-4;02/07/2022;Calculation;5.31;Residential;Steel;572;3;01/06/2022;09/07/2022;0;1.906.666.667
776;P-2022-026;EMP-3;06/02/2022;Drafting;4.35;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
777;P-2022-026;EMP-10;29/01/2022;Site Visit;1.31;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
778;P-2022-026;EMP-10;05/03/2022;Calculation;4.46;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
779;P-2022-026;EMP-2;06/03/2022;Meeting;2.16;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
780;P-2022-026;EMP-11;01/02/2022;Site Visit;2.07;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
781;P-2022-026;EMP-1;03/03/2022;Calculation;1.98;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
782;P-2022-026;EMP-9;27/01/2022;Site Visit;0.81;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
783;P-2022-026;EMP-4;27/02/2022;Drafting;0.66;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
784;P-2022-026;EMP-10;27/01/2022;Meeting;0.61;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
785;P-2022-026;EMP-3;08/03/2022;Drafting;5.13;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
786;P-2022-026;EMP-8;24/02/2022;Meeting;2.63;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
787;P-2022-026;EMP-5;21/02/2022;Design;3.76;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
788;P-2022-026;EMP-6;24/02/2022;Calculation;1.86;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
789;P-2022-026;EMP-9;28/02/2022;Calculation;2.11;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
790;P-2022-026;EMP-6;05/03/2022;Site Visit;2.07;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
791;P-2022-026;EMP-4;05/02/2022;Drafting;3.51;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
792;P-2022-026;EMP-6;23/02/2022;Site Visit;3.91;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
793;P-2022-026;EMP-1;22/02/2022;Drafting;0.46;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
794;P-2022-026;EMP-9;16/02/2022;Calculation;0.5;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
795;P-2022-026;EMP-4;08/03/2022;Calculation;1.93;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
796;P-2022-026;EMP-2;28/01/2022;Site Visit;1.16;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
797;P-2022-026;EMP-1;28/01/2022;Meeting;3.16;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
798;P-2022-026;EMP-7;03/03/2022;Meeting;1.93;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
799;P-2022-026;EMP-9;06/02/2022;Design;0.5;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
800;P-2022-026;EMP-4;28/02/2022;Site Visit;2.45;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
801;P-2022-026;EMP-3;08/03/2022;Calculation;2.69;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
802;P-2022-026;EMP-4;10/03/2022;Design;3.37;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
803;P-2022-026;EMP-11;06/02/2022;Site Visit;3.19;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
804;P-2022-026;EMP-2;07/02/2022;Drafting;3.28;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
805;P-2022-026;EMP-4;02/03/2022;Design;0.72;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
806;P-2022-026;EMP-2;14/02/2022;Meeting;4.04;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
807;P-2022-026;EMP-1;04/03/2022;Meeting;2.15;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
808;P-2022-026;EMP-4;03/03/2022;Meeting;0.5;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
809;P-2022-026;EMP-5;28/02/2022;Meeting;5.14;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
810;P-2022-026;EMP-1;05/02/2022;Calculation;5.14;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
811;P-2022-026;EMP-7;05/03/2022;Site Visit;2.84;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
812;P-2022-026;EMP-6;02/02/2022;Calculation;2.23;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
813;P-2022-026;EMP-2;02/03/2022;Drafting;2.61;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
814;P-2022-026;EMP-5;11/03/2022;Site Visit;5.86;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
815;P-2022-026;EMP-7;03/02/2022;Calculation;2.04;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
816;P-2022-026;EMP-7;27/01/2022;Calculation;3.31;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
817;P-2022-026;EMP-10;01/03/2022;Meeting;3.37;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
818;P-2022-026;EMP-7;01/03/2022;Meeting;4.19;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
819;P-2022-026;EMP-3;09/03/2022;Drafting;0.45;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
820;P-2022-026;EMP-10;11/03/2022;Site Visit;3.38;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
821;P-2022-026;EMP-1;27/02/2022;Drafting;1.92;Commercial;Steel;1085;2;26/01/2022;13/03/2022;1;542.5
822;P-2022-027;EMP-3;02/08/2022;Drafting;4.59;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
823;P-2022-027;EMP-9;15/08/2022;Meeting;0.51;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
824;P-2022-027;EMP-9;12/08/2022;Drafting;2.61;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
825;P-2022-027;EMP-3;29/07/2022;Design;2.9;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
826;P-2022-027;EMP-2;14/08/2022;Calculation;0.58;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
827;P-2022-027;EMP-9;10/08/2022;Site Visit;0.86;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
828;P-2022-027;EMP-10;05/08/2022;Meeting;2.03;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
829;P-2022-027;EMP-7;06/08/2022;Calculation;1.55;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
830;P-2022-027;EMP-9;16/08/2022;Meeting;3.1;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
831;P-2022-027;EMP-3;01/08/2022;Meeting;2.52;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
832;P-2022-027;EMP-6;12/08/2022;Drafting;0.5;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
833;P-2022-027;EMP-11;24/07/2022;Design;3.21;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
834;P-2022-027;EMP-2;30/07/2022;Calculation;4.84;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
835;P-2022-027;EMP-1;04/08/2022;Drafting;3.68;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
836;P-2022-027;EMP-10;25/07/2022;Meeting;0.56;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
837;P-2022-027;EMP-4;01/08/2022;Drafting;2.38;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
838;P-2022-027;EMP-1;30/07/2022;Site Visit;3.2;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
839;P-2022-027;EMP-6;12/08/2022;Design;2.34;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
840;P-2022-027;EMP-4;09/08/2022;Design;0.5;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
841;P-2022-027;EMP-3;14/08/2022;Calculation;3.28;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
842;P-2022-027;EMP-5;11/08/2022;Calculation;2.04;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
843;P-2022-027;EMP-7;27/07/2022;Meeting;1.3;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
844;P-2022-027;EMP-1;11/08/2022;Calculation;2.49;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
845;P-2022-027;EMP-4;14/08/2022;Design;3.12;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
846;P-2022-027;EMP-7;02/08/2022;Meeting;0.84;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
847;P-2022-027;EMP-4;30/07/2022;Design;1.98;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
848;P-2022-027;EMP-8;04/08/2022;Calculation;3.09;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
849;P-2022-027;EMP-10;16/08/2022;Design;0.5;Residential;Mixed;590;3;23/07/2022;18/08/2022;0;1.966.666.667
850;P-2022-028;EMP-1;22/02/2022;Calculation;5.24;Residential;Steel;127;2;12/02/2022;09/03/2022;1;63.5
851;P-2022-028;EMP-1;20/02/2022;Meeting;4.16;Residential;Steel;127;2;12/02/2022;09/03/2022;1;63.5
852;P-2022-028;EMP-9;07/03/2022;Meeting;4.9;Residential;Steel;127;2;12/02/2022;09/03/2022;1;63.5
853;P-2022-028;EMP-3;02/03/2022;Calculation;2.78;Residential;Steel;127;2;12/02/2022;09/03/2022;1;63.5
854;P-2022-028;EMP-8;21/02/2022;Design;3.71;Residential;Steel;127;2;12/02/2022;09/03/2022;1;63.5
855;P-2022-028;EMP-10;25/02/2022;Calculation;4.03;Residential;Steel;127;2;12/02/2022;09/03/2022;1;63.5
856;P-2022-028;EMP-10;03/03/2022;Calculation;0.28;Residential;Steel;127;2;12/02/2022;09/03/2022;1;63.5
857;P-2022-028;EMP-2;13/02/2022;Site Visit;2.56;Residential;Steel;127;2;12/02/2022;09/03/2022;1;63.5
858;P-2022-028;EMP-10;02/03/2022;Calculation;2.55;Residential;Steel;127;2;12/02/2022;09/03/2022;1;63.5
859;P-2022-028;EMP-9;14/02/2022;Calculation;3.87;Residential;Steel;127;2;12/02/2022;09/03/2022;1;63.5
